date,gross_tr,net_tr,level
3/28/2018,1216.95,292.36,862.87
3/29/2018,1238.5,297.54,878.14
4/2/2018,1208.12,290.24,856.59
4/3/2018,1221.97,293.57,866.41
4/4/2018,1236.37,297.03,876.62
4/5/2018,1248.47,299.91,885.01
4/6/2018,1216.4,292.2,862.23
4/9/2018,1221.19,293.36,865.63
4/10/2018,1245.84,299.27,883.04
4/11/2018,1235.99,296.9,875.96
4/12/2018,1251.4,300.57,886.62
4/13/2018,1243.83,298.75,881.26
4/16/2018,1253.18,301,887.88
4/17/2018,1277.41,306.82,905.05
4/18/2018,1281.9,307.9,908.23
4/19/2018,1281.89,307.89,908.22
4/20/2018,1271.78,305.46,901
4/23/2018,1268.51,304.67,898.68
4/24/2018,1238.32,297.42,877.29
4/25/2018,1238.1,297.37,877.14
4/26/2018,1262.81,303.3,894.64
4/27/2018,1264.32,303.67,895.71
4/30/2018,1254.84,301.39,889
5/1/2018,1262.12,303.14,894.15
5/2/2018,1251.62,300.62,886.71
5/3/2018,1254.74,301.37,888.93
5/4/2018,1269.85,304.99,899.55
5/7/2018,1278.29,307.01,905.53
5/8/2018,1280.97,307.66,907.42
5/9/2018,1295.63,311.18,917.78
5/10/2018,1307.4,313.97,925.84
5/11/2018,1309.32,314.44,927.21
5/14/2018,1309.35,314.44,927.23
5/15/2018,1295.81,311.19,917.63
5/16/2018,1298.69,311.84,919.28
5/17/2018,1296.8,311.36,917.7
5/18/2018,1297.63,311.56,918.28
5/21/2018,1310.57,314.67,927.43
5/22/2018,1303,312.85,922.07
5/23/2018,1311.47,314.88,928.04
5/24/2018,1309.77,314.47,926.83
5/25/2018,1306.84,313.77,924.74
5/29/2018,1291.38,310.06,913.8
5/30/2018,1308.49,314.15,925.73
5/31/2018,1302.51,312.7,921.41
6/1/2018,1320.39,316.98,933.94
6/4/2018,1330.41,319.39,941.03
6/5/2018,1334.57,320.38,943.94
6/6/2018,1346.58,323.26,952.37
6/7/2018,1338.91,321.41,946.88
6/8/2018,1343.31,322.47,949.99
6/11/2018,1343.93,322.62,950.44
6/12/2018,1347.77,323.54,953.13
6/13/2018,1343.94,322.62,950.42
6/14/2018,1349.2,323.88,954.1
6/15/2018,1345.45,322.96,951.34
6/18/2018,1348.66,323.73,953.58
6/19/2018,1339.21,321.46,946.9
6/20/2018,1343.55,322.51,949.97
6/21/2018,1333.39,320.07,942.78
6/22/2018,1328.55,318.9,939.36
6/25/2018,1302.24,312.59,920.76
6/26/2018,1307.66,313.89,924.59
6/27/2018,1290.96,309.88,912.78
6/28/2018,1304.3,313.08,922.17
6/29/2018,1304.02,313.01,921.95
7/2/2018,1312.18,314.97,927.72
7/3/2018,1300.1,312.07,919.18
7/5/2018,1312.67,315.07,927.86
7/6/2018,1323.57,317.68,935.53
7/9/2018,1340.13,321.65,947.24
7/10/2018,1344.33,322.66,950.17
7/11/2018,1338.84,321.34,946.29
7/12/2018,1359.16,326.19,960.39
7/13/2018,1362.42,326.97,962.7
7/16/2018,1362,326.87,962.4
7/17/2018,1369.74,328.73,967.87
7/18/2018,1374.98,329.99,971.57
7/19/2018,1363.38,327.2,963.3
7/20/2018,1366.38,327.92,965.42
7/23/2018,1369.65,328.7,967.73
7/24/2018,1379.65,331.1,974.79
7/25/2018,1397.48,335.38,987.39
7/26/2018,1380.13,331.22,975.14
7/27/2018,1367.06,328.08,965.9
7/30/2018,1345.46,322.89,950.64
7/31/2018,1352.33,324.54,955.49
8/1/2018,1352.34,324.55,955.5
8/2/2018,1361.83,326.82,962.21
8/3/2018,1365.11,327.6,964.39
8/6/2018,1372.32,329.32,969.45
8/7/2018,1378.49,330.8,973.8
8/8/2018,1381.5,331.53,975.92
8/9/2018,1380.76,331.32,975.11
8/10/2018,1370.96,328.97,968.2
8/13/2018,1366.22,327.83,964.85
8/14/2018,1376.62,330.33,972.19
8/15/2018,1360.09,326.32,960.15
8/16/2018,1369.07,328.46,966.37
8/17/2018,1368.49,328.32,965.95
8/20/2018,1370.86,328.89,967.63
8/21/2018,1373.24,329.46,969.29
8/22/2018,1377.35,330.45,972.18
8/23/2018,1377.05,330.36,971.85
8/24/2018,1389.1,333.25,980.33
8/27/2018,1403.94,336.81,990.78
8/28/2018,1405.2,337.11,991.67
8/29/2018,1418.31,340.24,1000.75
8/30/2018,1412.44,338.83,996.57
8/31/2018,1411.13,338.5,995.49
9/4/2018,1411.09,338.49,995.45
9/5/2018,1394.06,334.4,983.43
9/6/2018,1392.47,334,982.14
9/7/2018,1389.55,333.3,980.04
9/10/2018,1391.69,333.81,981.55
9/11/2018,1403.27,336.59,989.68
9/12/2018,1404.11,336.79,990.27
9/13/2018,1412.9,338.89,996.44
9/14/2018,1414.18,339.2,997.32
9/17/2018,1399.8,335.75,987.18
9/18/2018,1411.18,338.48,995.21
9/19/2018,1411.97,338.67,995.76
9/20/2018,1423.58,341.45,1003.95
9/21/2018,1420.42,340.69,1001.72
9/24/2018,1423.26,341.37,1003.73
9/25/2018,1427.8,342.46,1006.92
9/26/2018,1425.56,341.92,1005.34
9/27/2018,1431.07,343.24,1009.21
9/28/2018,1431.21,343.28,1009.32
10/1/2018,1441.95,345.85,1016.89
10/2/2018,1433.15,343.74,1010.68
10/3/2018,1434.96,344.18,1011.96
10/4/2018,1412.18,338.66,995.35
10/5/2018,1400.4,335.83,987
10/8/2018,1388.55,332.99,978.65
10/9/2018,1389.47,333.21,979.28
10/10/2018,1326.06,318,934.59
10/11/2018,1304.74,312.89,919.56
10/12/2018,1338.15,320.89,942.98
10/15/2018,1320.56,316.67,930.58
10/16/2018,1359.52,326.01,958.03
10/17/2018,1355.4,325.01,955.03
10/18/2018,1330.11,318.95,937.21
10/19/2018,1318.75,316.22,929.21
10/22/2018,1323.47,317.36,932.53
10/23/2018,1309.81,314.08,922.91
10/24/2018,1258.88,301.87,887.02
10/25/2018,1298.5,311.37,914.94
10/26/2018,1267.43,303.92,893.04
10/29/2018,1244.06,298.31,876.57
10/30/2018,1261,302.37,888.42
10/31/2018,1289.58,309.22,908.54
11/1/2018,1304.76,312.85,919.2
11/2/2018,1298.81,311.42,914.97
11/5/2018,1301.67,312.11,916.98
11/6/2018,1307.97,313.62,921.42
11/7/2018,1351.62,324.09,952.17
11/8/2018,1347.58,323.09,949.1
11/9/2018,1329.65,318.8,936.47
11/12/2018,1291.77,309.71,909.79
11/13/2018,1287.95,308.8,907.1
11/14/2018,1275.37,305.74,897.82
11/15/2018,1293.82,310.15,910.72
11/16/2018,1290.24,309.29,908.14
11/19/2018,1248.01,299.15,878.32
11/20/2018,1224.41,293.49,861.61
11/21/2018,1233.13,295.57,867.72
11/23/2018,1223.46,293.26,860.92
11/26/2018,1251.55,299.99,880.68
11/27/2018,1256.26,301.12,883.98
11/28/2018,1302.97,312.3,916.69
11/29/2018,1298.96,311.32,913.72
11/30/2018,1311.38,314.29,922.33
12/3/2018,1336.25,320.25,939.82
12/4/2018,1284.63,307.87,903.49
12/6/2018,1287.49,308.55,905.47
12/7/2018,1246.48,298.71,876.47
12/10/2018,1253.68,300.43,881.53
12/11/2018,1254.89,300.72,882.34
12/12/2018,1267.87,303.83,891.46
12/13/2018,1266.25,303.43,890.25
12/14/2018,1233.58,295.6,867.26
12/17/2018,1202.61,288.18,845.46
12/18/2018,1209.84,289.91,850.51
12/19/2018,1190.57,285.29,836.97
12/20/2018,1166.04,279.41,819.72
12/21/2018,1135.54,272.1,798.28
12/24/2018,1106.44,265.13,777.82
12/26/2018,1175.04,281.57,826.05
12/27/2018,1186.19,284.23,833.79
12/28/2018,1183.11,283.49,831.62
12/31/2018,1197.34,286.9,841.62
1/2/2019,1197.6,286.96,841.8
1/3/2019,1161.62,278.29,815.98
1/4/2019,1209.94,289.86,849.92
1/7/2019,1225.01,293.47,860.5
1/8/2019,1238.87,296.79,870.17
1/9/2019,1249.52,299.34,877.64
1/10/2019,1254.78,300.6,881.33
1/11/2019,1253.55,300.3,880.47
1/14/2019,1245.24,298.3,874.55
1/15/2019,1265.15,303.07,888.53
1/16/2019,1267.47,303.63,890.16
1/17/2019,1276.7,305.84,896.63
1/18/2019,1294.51,310.11,909.14
1/22/2019,1272.01,304.72,893.34
1/23/2019,1272.68,304.88,893.81
1/24/2019,1277.67,306.07,897.31
1/25/2019,1292.54,309.63,907.71
1/28/2019,1276.45,305.78,896.41
1/29/2019,1268.81,303.95,891.05
1/30/2019,1297.07,310.7,910.8
1/31/2019,1306.12,312.87,917.15
2/1/2019,1303.05,312.11,914.77
2/4/2019,1316.32,315.29,924.09
2/5/2019,1325.74,317.55,930.7
2/6/2019,1322.15,316.69,928.18
2/7/2019,1307.04,313.05,917.37
2/8/2019,1307.69,313.2,917.75
2/11/2019,1309.18,313.55,918.8
2/12/2019,1331.27,318.83,934.2
2/13/2019,1334.92,319.71,936.72
2/14/2019,1335.78,319.9,937.25
2/15/2019,1349.84,323.26,947.05
2/19/2019,1350.88,323.5,947.69
2/20/2019,1352.25,323.79,948.28
2/21/2019,1347.79,322.72,945.14
2/22/2019,1361.1,325.91,954.44
2/25/2019,1362.41,326.22,955.34
2/26/2019,1362.72,326.29,955.55
2/27/2019,1360.9,325.84,954.13
2/28/2019,1357.71,325.07,951.85
3/1/2019,1369.08,327.8,959.82
3/4/2019,1358.41,325.24,952.34
3/5/2019,1356.4,324.76,950.93
3/6/2019,1347.74,322.69,944.86
3/7/2019,1334.28,319.45,935.3
3/8/2019,1331.19,318.69,932.93
3/11/2019,1353.38,324,948.48
3/12/2019,1356.44,324.73,950.6
3/13/2019,1368.22,327.53,958.63
3/14/2019,1368.39,327.56,958.67
3/15/2019,1377.09,329.64,964.72
3/18/2019,1380.53,330.46,967.11
3/19/2019,1383.21,331.1,968.99
3/20/2019,1385.34,331.61,970.48
3/21/2019,1402.26,335.66,982.33
3/22/2019,1381.57,330.71,967.79
3/25/2019,1385.15,331.56,970.3
3/26/2019,1391.8,333.16,974.96
3/27/2019,1382.04,330.82,968.12
3/28/2019,1387.39,332.09,971.81
3/29/2019,1396.24,334.2,977.92
4/1/2019,1404.64,336.21,983.8
4/2/2019,1404.94,336.28,984.01
4/3/2019,1406.2,336.59,984.89
4/4/2019,1399.87,335.05,980.22
4/5/2019,1406.73,336.69,985.02
4/8/2019,1406.93,336.73,985.08
4/9/2019,1402.88,335.76,982.22
4/10/2019,1407.56,336.87,985.42
4/11/2019,1401.52,335.42,981.2
4/12/2019,1398.45,334.68,978.94
4/15/2019,1400.5,335.17,980.38
4/16/2019,1387.5,332.06,971.27
4/17/2019,1371.58,328.22,959.82
4/18/2019,1376.06,329.29,962.95
4/22/2019,1379.21,330.04,965.15
4/23/2019,1393.36,333.43,975.05
4/24/2019,1393.97,333.57,975.48
4/25/2019,1394.36,333.67,975.76
4/26/2019,1407.31,336.76,984.76
4/29/2019,1401.31,335.32,980.55
4/30/2019,1410.81,337.59,987.14
5/1/2019,1398.56,334.66,978.56
5/2/2019,1399.86,334.97,979.45
5/3/2019,1411.49,337.74,987.54
5/6/2019,1409.69,337.31,986.24
5/7/2019,1388.26,332.18,971.24
5/8/2019,1387.62,332.02,970.68
5/9/2019,1385.52,331.46,968.72
5/10/2019,1395.14,333.76,975.39
5/13/2019,1372.43,328.31,959.39
5/14/2019,1380.26,330.18,964.75
5/15/2019,1388.42,332.12,970.35
5/16/2019,1406.66,336.43,982.66
5/17/2019,1401.41,335.17,978.89
5/20/2019,1397.03,334.12,975.83
5/21/2019,1405.57,336.16,981.79
5/22/2019,1410.49,337.34,985.2
5/23/2019,1396.56,334.01,975.48
5/24/2019,1400.04,334.84,977.89
5/28/2019,1391.14,332.71,971.67
5/29/2019,1379.89,330.02,963.8
5/30/2019,1387.57,331.84,969.03
5/31/2019,1375.05,328.82,960.07
6/3/2019,1365.35,326.5,953.3
6/4/2019,1388.35,332,969.36
6/5/2019,1408.92,336.92,983.72
6/6/2019,1416.82,338.81,989.22
6/7/2019,1432.66,342.59,1000.19
6/10/2019,1434.27,342.97,1001.31
6/11/2019,1429.8,341.9,998.17
6/12/2019,1432.76,342.61,1000.23
6/13/2019,1431.53,342.31,999.29
6/14/2019,1432.17,342.4,999.19
6/17/2019,1435.18,343.12,1001.28
6/18/2019,1442.59,344.89,1006.37
6/19/2019,1454.79,347.8,1014.88
6/20/2019,1465.47,350.35,1022.32
6/21/2019,1461.77,349.47,1019.74
6/24/2019,1461.19,349.33,1019.33
6/25/2019,1446.49,345.82,1009.08
6/26/2019,1433.61,342.74,1000.09
6/27/2019,1440.44,344.36,1004.75
6/28/2019,1443.62,345.11,1006.89
7/1/2019,1453.68,347.52,1013.9
7/2/2019,1464.88,350.19,1021.72
7/3/2019,1480.18,353.83,1032.14
7/5/2019,1475.82,352.78,1029.09
7/8/2019,1472.54,351.99,1026.75
7/9/2019,1478,353.29,1030.52
7/10/2019,1488.26,355.75,1037.67
7/11/2019,1488.46,355.79,1037.81
7/12/2019,1487.78,355.62,1037.23
7/15/2019,1491,356.39,1039.47
7/16/2019,1485.38,355.05,1035.55
7/17/2019,1481.49,354.12,1032.84
7/18/2019,1485.43,355.03,1035.27
7/19/2019,1469.82,351.29,1024.34
7/22/2019,1473.33,352.13,1026.79
7/23/2019,1475.31,352.6,1028.17
7/24/2019,1477.06,353.02,1029.39
7/25/2019,1470.37,351.42,1024.72
7/26/2019,1479.22,353.54,1030.89
7/29/2019,1477.58,353.14,1029.75
7/30/2019,1471.58,351.71,1025.55
7/31/2019,1455.38,347.83,1014.2
8/1/2019,1451.26,346.8,1010.91
8/2/2019,1443.65,344.98,1005.57
8/5/2019,1404.56,335.63,978.29
8/6/2019,1427.49,341.11,994.19
8/7/2019,1429.92,341.67,995.77
8/8/2019,1455.12,347.69,1013.24
8/9/2019,1449.68,346.39,1009.45
8/12/2019,1434.49,342.76,998.87
8/13/2019,1451.96,346.93,1011
8/14/2019,1413.15,337.61,983.52
8/15/2019,1418.33,338.82,986.86
8/16/2019,1433.01,342.32,996.97
8/19/2019,1447.58,345.8,1007.11
8/20/2019,1435.45,342.9,998.67
8/21/2019,1448.43,346,1007.69
8/22/2019,1445.37,345.27,1005.57
8/23/2019,1415.62,338.16,984.85
8/26/2019,1433.47,342.42,997.27
8/27/2019,1429.73,341.53,994.67
8/28/2019,1436.45,343.12,999.23
8/29/2019,1451.26,346.64,1009.34
8/30/2019,1448.81,346.04,1007.53
9/3/2019,1449.51,346.21,1008.01
9/4/2019,1456.38,347.85,1012.79
9/5/2019,1467.1,350.41,1020.23
9/6/2019,1466.86,350.36,1020.07
9/9/2019,1451.94,346.78,1009.6
9/10/2019,1439.19,343.73,1000.71
9/11/2019,1444.8,345.07,1004.6
9/12/2019,1450.93,346.53,1008.8
9/13/2019,1447.02,345.54,1005.52
9/16/2019,1443.12,344.61,1002.79
9/17/2019,1452.84,346.93,1009.54
9/18/2019,1452.98,346.96,1009.64
9/19/2019,1455.93,347.66,1011.66
9/20/2019,1451.97,346.72,1008.9
9/23/2019,1454.33,347.28,1010.54
9/24/2019,1451.05,346.49,1008.26
9/25/2019,1454.6,347.34,1010.73
9/26/2019,1458.93,348.36,1013.61
9/27/2019,1445.89,345.23,1004.38
9/30/2019,1453.84,347.12,1009.78
10/1/2019,1440,343.81,1000.17
10/2/2019,1416.15,338.12,983.6
10/3/2019,1430.14,341.43,993.05
10/4/2019,1452.16,346.69,1008.32
10/7/2019,1443.85,344.7,1002.53
10/8/2019,1424.66,340.12,989.16
10/9/2019,1440.59,343.91,1000.19
10/10/2019,1444.14,344.76,1002.65
10/11/2019,1446.46,345.3,1004.16
10/14/2019,1443.37,344.57,1002.01
10/15/2019,1446,345.19,1003.84
10/16/2019,1444.26,344.77,1002.56
10/17/2019,1446.12,345.17,1003.39
10/18/2019,1444.12,344.69,1002
10/21/2019,1447.71,345.55,1004.48
10/22/2019,1429.59,341.22,991.9
10/23/2019,1431.72,341.73,993.39
10/24/2019,1441.72,344.12,1000.32
10/25/2019,1437.73,343.16,997.56
10/28/2019,1440.88,343.92,999.74
10/29/2019,1444.26,344.72,1002.09
10/30/2019,1456.01,347.53,1010.23
10/31/2019,1452.15,346.59,1007.42
11/1/2019,1449.05,345.85,1005.23
11/4/2019,1433.52,342.14,994.46
11/5/2019,1423.6,339.77,987.57
11/6/2019,1432.66,341.93,993.78
11/7/2019,1431.82,341.72,993.1
11/8/2019,1435.46,342.58,995.6
11/11/2019,1434.83,342.43,995.16
11/12/2019,1440.56,343.78,998.93
11/13/2019,1454.69,347.15,1008.7
11/14/2019,1456.38,347.54,1009.77
11/15/2019,1461.86,348.84,1013.47
11/18/2019,1465.76,349.77,1016.17
11/19/2019,1471.01,351.02,1019.82
11/20/2019,1470.46,350.85,1019.05
11/21/2019,1460.6,348.5,1012.18
11/22/2019,1458.38,347.96,1010.63
11/25/2019,1465.17,349.58,1015.34
11/26/2019,1479.33,352.96,1025.14
11/27/2019,1482.91,353.8,1027.48
11/29/2019,1479.69,353.01,1025.01
12/2/2019,1466.2,349.79,1015.67
12/3/2019,1465.02,349.51,1014.85
12/4/2019,1471.65,351.09,1019.45
12/5/2019,1472.32,351.23,1019.72
12/6/2019,1478.73,352.76,1024.16
12/9/2019,1474.85,351.83,1021.43
12/10/2019,1472.76,351.33,1019.96
12/11/2019,1475.13,351.9,1021.61
12/12/2019,1480.47,353.15,1025.11
12/13/2019,1488.1,354.91,1029.84
12/16/2019,1495.66,356.71,1035.05
12/17/2019,1493.48,356.19,1033.54
12/18/2019,1492.04,355.84,1032.48
12/19/2019,1502.6,358.36,1039.75
12/20/2019,1512.5,360.72,1046.6
12/23/2019,1507.4,359.5,1043.07
12/24/2019,1508.89,359.85,1044.06
12/26/2019,1512.94,360.79,1046.6
12/27/2019,1516.5,361.64,1049.02
12/30/2019,1507.38,359.45,1042.58
12/31/2019,1511.61,360.44,1045.32
1/2/2020,1518.64,362.09,1049.92
1/3/2020,1512.19,360.55,1045.46
1/6/2020,1514.24,361.04,1046.86
1/7/2020,1505.41,358.91,1040.52
1/8/2020,1514.68,361.11,1046.88
1/9/2020,1528.04,364.29,1056.07
1/10/2020,1527.08,364.06,1055.41
1/13/2020,1538.94,366.89,1063.61
1/14/2020,1536.22,366.23,1061.61
1/15/2020,1548.74,369.21,1070.19
1/16/2020,1562.15,372.4,1079.44
1/17/2020,1571.59,374.65,1085.96
1/21/2020,1574.75,375.41,1088.15
1/22/2020,1577.6,376.09,1090.12
1/23/2020,1578.89,376.35,1090.55
1/24/2020,1570.77,374.41,1084.94
1/27/2020,1555.47,370.76,1074.37
1/28/2020,1567.19,373.56,1082.47
1/29/2020,1565.61,373.18,1081.37
1/30/2020,1582.06,377.1,1092.71
1/31/2020,1555.92,370.86,1074.59
2/3/2020,1571.47,374.57,1085.32
2/4/2020,1589.8,378.94,1097.99
2/5/2020,1590.96,379.2,1098.65
2/6/2020,1597.93,380.85,1103.35
2/7/2020,1591.8,379.38,1099.06
2/10/2020,1608.13,383.27,1110.32
2/11/2020,1606.8,382.95,1109.4
2/12/2020,1611.2,384,1112.39
2/13/2020,1615.36,384.97,1115.09
2/14/2020,1626.51,387.62,1122.67
