date,tr,net_tr,utilities
12/23/2014,548.52,226.7,239.84
12/24/2014,558.44,230.8,244.17
12/26/2014,565.18,233.59,247.12
12/29/2014,571.8,236.29,249.87
12/30/2014,559.85,231.35,244.65
12/31/2014,549.53,227.09,240.14
1/2/2015,552.67,228.38,241.51
1/5/2015,545.44,225.39,238.35
1/6/2015,546.1,225.67,238.64
1/7/2015,551.43,227.87,240.97
1/8/2015,555.32,229.48,242.67
1/9/2015,551.71,227.98,241.09
1/12/2015,550.24,227.38,240.45
1/13/2015,551.97,228.09,241.21
1/14/2015,557.19,230.25,243.49
1/15/2015,561.18,231.9,245.23
1/16/2015,566.15,233.95,247.4
1/20/2015,567.43,234.48,247.96
1/21/2015,573.04,236.8,250.41
1/22/2015,570.51,235.75,249.31
1/23/2015,572.43,236.55,250.15
1/26/2015,572.19,236.45,250.04
1/27/2015,573.13,236.84,250.46
1/28/2015,567.75,234.61,248.1
1/29/2015,575.41,237.77,251.4
1/30/2015,562.58,232.46,245.77
2/2/2015,565.02,233.46,246.84
2/3/2015,567.41,234.45,247.88
2/4/2015,560.33,231.5,244.69
2/5/2015,565.23,233.51,246.8
2/6/2015,542.1,223.93,236.6
2/9/2015,537.24,221.92,234.47
2/10/2015,548.56,226.58,239.35
2/11/2015,536.5,221.47,233.63
2/12/2015,534.11,220.42,232.39
2/13/2015,525.9,217.02,228.74
2/17/2015,525.38,216.8,228.52
2/18/2015,537.79,221.92,233.92
2/19/2015,531.91,219.5,231.36
2/20/2015,532.14,219.59,231.46
2/23/2015,535.71,221.06,233.01
2/24/2015,538.99,222.42,234.44
2/25/2015,530.9,218.99,230.61
2/26/2015,527.08,217.4,228.89
2/27/2015,526.57,217.19,228.67
3/2/2015,516.26,212.94,224.2
3/3/2015,519.95,214.46,225.8
3/4/2015,516.7,213.12,224.38
3/5/2015,520.65,214.74,226.1
3/6/2015,505.2,208.3,219.15
3/9/2015,505.84,208.56,219.39
3/10/2015,505.01,208.22,219.03
3/11/2015,501.69,206.85,217.59
3/12/2015,511.31,210.8,221.71
3/13/2015,506.3,208.71,219.47
3/16/2015,514.9,212.26,223.2
3/17/2015,513.99,211.88,222.81
3/18/2015,527.96,217.64,228.86
3/19/2015,522.74,215.49,226.6
3/20/2015,527.62,217.5,228.71
3/23/2015,528.22,217.75,228.98
3/24/2015,522.02,215.19,226.29
3/25/2015,515.78,212.6,223.52
3/26/2015,511.67,210.91,221.73
3/27/2015,514.67,212.1,222.89
3/30/2015,521.37,214.87,225.8
3/31/2015,521.1,214.76,225.68
4/1/2015,521.68,215,225.93
4/2/2015,523.05,215.56,226.52
4/6/2015,529.71,218.3,229.41
4/7/2015,523.99,215.95,226.93
4/8/2015,522.49,215.33,226.28
4/9/2015,519.99,214.3,225.2
4/10/2015,524.08,215.98,226.97
4/13/2015,518.64,213.74,224.61
4/14/2015,521.54,214.94,225.87
4/15/2015,522.54,215.35,226.3
4/16/2015,519.37,214.04,224.93
4/17/2015,517.59,213.31,224.16
4/20/2015,525.29,216.48,227.49
4/21/2015,520.23,214.39,225.3
4/22/2015,521.55,214.94,225.87
4/23/2015,524.77,216.27,227.27
4/24/2015,529.94,218.4,229.51
4/27/2015,523.39,215.7,226.67
4/28/2015,527.2,217.26,228.29
4/29/2015,525.46,216.54,227.51
4/30/2015,518.76,213.77,224.58
5/1/2015,521.74,214.99,225.85
5/4/2015,525.55,216.56,227.5
5/5/2015,513.7,211.66,222.31
5/6/2015,511.01,210.51,221
5/7/2015,513.17,211.4,221.94
5/8/2015,517.09,213.02,223.64
5/11/2015,513.53,211.54,222.07
5/12/2015,512.19,210.96,221.4
5/13/2015,507.75,209.02,219.07
5/14/2015,513.58,211.36,221.38
5/15/2015,520.04,214.02,224.17
5/18/2015,522.05,214.83,224.96
5/19/2015,523.23,215.31,225.47
5/20/2015,524.1,215.67,225.84
5/21/2015,523.82,215.55,225.72
5/22/2015,522.89,215.17,225.32
5/26/2015,519.32,213.7,223.78
5/27/2015,521.8,214.62,224.48
5/28/2015,523.13,215.16,225.06
5/29/2015,522.25,214.8,224.68
6/1/2015,523.03,215.12,225.01
6/2/2015,515.75,212.13,221.88
6/3/2015,508.53,209.16,218.77
6/4/2015,507.29,208.65,218.24
6/5/2015,500.95,206.02,215.44
6/8/2015,498.3,204.87,214.09
6/9/2015,497.57,204.57,213.78
6/10/2015,499.77,205.47,214.72
6/11/2015,503.51,207,216.28
6/12/2015,499.04,205.16,214.36
6/15/2015,498.02,204.74,213.92
6/16/2015,500.33,205.67,214.85
6/17/2015,504.97,207.58,216.84
6/18/2015,511.8,210.39,219.78
6/19/2015,506.55,208.23,217.52
6/22/2015,505.84,207.94,217.22
6/23/2015,498.91,205.09,214.24
6/24/2015,494.97,203.47,212.55
6/25/2015,491.78,202.14,211.11
6/26/2015,494.79,203.34,212.26
6/29/2015,491.98,202.18,211.06
6/30/2015,490.88,201.72,210.56
7/1/2015,493.72,202.89,211.78
7/2/2015,500.48,205.67,214.68
7/6/2015,501.72,206.18,215.22
7/7/2015,514.19,211.3,220.56
7/8/2015,511.57,210.22,219.44
7/9/2015,506.1,207.98,217.09
7/10/2015,508.83,209.1,218.26
7/13/2015,508.97,209.16,218.33
7/14/2015,508.39,208.92,218.07
7/15/2015,510.82,209.92,219.12
7/16/2015,518.7,213.15,222.5
7/17/2015,513.17,210.88,220.13
7/20/2015,510.83,209.92,219.12
7/21/2015,505.9,207.89,217.01
7/22/2015,508.32,208.89,218.04
7/23/2015,500.88,205.83,214.85
7/24/2015,500.98,205.87,214.9
7/27/2015,507.49,208.55,217.69
7/28/2015,510.01,209.58,218.77
7/29/2015,511.73,210.28,219.49
7/30/2015,515.57,211.84,221.06
7/31/2015,520.61,213.91,223.22
8/3/2015,523.52,215.11,224.47
8/4/2015,514.93,211.58,220.79
8/5/2015,516.6,212.23,221.4
8/6/2015,519.21,213.28,222.42
8/7/2015,525.71,215.95,225.2
8/10/2015,523.59,215.08,224.29
8/11/2015,526.02,216.06,225.27
8/12/2015,535.43,219.78,228.83
8/13/2015,535.57,219.79,228.69
8/14/2015,539.68,221.47,230.44
8/17/2015,542.35,222.54,231.5
8/18/2015,540.83,221.92,230.86
8/19/2015,543.13,222.86,231.84
8/20/2015,539.93,221.55,230.47
8/21/2015,533.4,218.87,227.68
8/24/2015,513.55,210.73,219.21
8/25/2015,497.31,204.06,212.28
8/26/2015,506.37,207.69,215.84
8/27/2015,512.45,210.19,218.44
8/28/2015,510.93,209.56,217.79
8/31/2015,502.7,206.19,214.28
9/1/2015,489.25,200.67,208.55
9/2/2015,489.32,200.7,208.57
9/3/2015,491.84,201.73,209.65
9/4/2015,484.67,198.77,206.51
9/8/2015,495.06,202.97,210.74
9/9/2015,488.8,200.4,208.07
9/10/2015,487.99,200.05,207.67
9/11/2015,491.88,201.65,209.33
9/14/2015,493.15,202.17,209.87
9/15/2015,495.77,203.22,210.91
9/16/2015,500.76,205.27,213.03
9/17/2015,507.46,208,215.83
9/18/2015,504.31,206.71,214.49
9/21/2015,506.46,207.59,215.41
9/22/2015,500.17,205.01,212.73
9/23/2015,501.52,205.55,213.24
9/24/2015,505.62,207.23,214.98
9/25/2015,510.71,209.32,217.14
9/28/2015,508.05,208.18,215.87
9/29/2015,508.5,208.37,216.06
9/30/2015,517.37,212,219.82
10/1/2015,511.21,209.48,217.21
10/2/2015,517.94,212.23,220.07
10/5/2015,524.92,215.09,223.03
10/6/2015,521.12,213.54,221.42
10/7/2015,519.53,212.88,220.74
10/8/2015,525.78,215.45,223.4
10/9/2015,523.65,214.57,222.49
10/12/2015,528.37,216.51,224.5
10/13/2015,527.01,215.95,223.92
10/14/2015,526.99,215.94,223.91
10/15/2015,534.49,219.02,227.1
10/16/2015,535.66,219.5,227.6
10/19/2015,535.63,219.48,227.58
10/20/2015,537.3,220.17,228.29
10/21/2015,536.46,219.82,227.94
10/22/2015,542.8,222.42,230.63
10/23/2015,533.15,218.47,226.53
10/26/2015,530.93,217.56,225.58
10/27/2015,529.41,216.94,224.94
10/28/2015,523.48,214.5,222.4
10/29/2015,520.37,213.2,221
10/30/2015,523.02,214.29,222.13
11/2/2015,523.78,214.6,222.45
11/3/2015,525.27,215.21,223.08
11/4/2015,527.69,216.18,224.02
11/5/2015,523.45,214.44,222.22
11/6/2015,504.68,206.72,214.14
11/9/2015,506.31,207.36,214.76
11/10/2015,510.87,209.09,216.2
11/11/2015,515.43,210.95,218.13
11/12/2015,510.01,208.68,215.63
11/13/2015,508.15,207.92,214.85
11/16/2015,516.95,211.49,218.49
11/17/2015,507.39,207.58,214.45
11/18/2015,511.17,209.13,216.05
11/19/2015,516.22,211.2,218.18
11/20/2015,518.55,212.15,219.17
11/23/2015,513.73,210.13,216.97
11/24/2015,512.61,209.63,216.35
11/25/2015,509.71,208.44,215.13
11/27/2015,510.89,208.93,215.62
11/30/2015,511.8,209.3,216.01
12/1/2015,515.72,210.9,217.66
12/2/2015,504.42,206.28,212.89
12/3/2015,500.07,204.5,211.06
12/4/2015,507.75,207.64,214.3
12/7/2015,509.74,208.42,215.01
12/8/2015,508.91,208.03,214.5
12/9/2015,509.08,208.1,214.57
12/10/2015,500.8,204.7,211.03
12/11/2015,499.28,204.08,210.39
12/14/2015,501.56,205.01,211.35
12/15/2015,506,206.83,213.22
12/16/2015,518.97,212.13,218.68
12/17/2015,519.64,212.39,218.91
12/18/2015,513.09,209.71,216.15
12/21/2015,513.44,209.85,216.3
12/22/2015,517.52,211.5,217.95
12/23/2015,525.65,214.81,221.31
12/24/2015,525.21,214.62,221.13
12/28/2015,526.22,215.04,221.55
12/29/2015,529.25,216.23,222.67
12/30/2015,528.46,215.91,222.34
12/31/2015,522.91,213.64,220
1/4/2016,521.51,213.07,219.41
1/5/2016,525.62,214.74,221.14
1/6/2016,524.63,214.34,220.72
1/7/2016,520.92,212.82,219.16
1/8/2016,520.8,212.78,219.12
1/11/2016,523.94,214.06,220.44
1/12/2016,521.39,213.02,219.36
1/13/2016,521.37,213.01,219.35
1/14/2016,529.17,216.2,222.64
1/15/2016,524.46,214.27,220.66
1/19/2016,532.26,217.46,223.94
1/20/2016,520.08,212.48,218.81
1/21/2016,520.08,212.48,218.81
1/22/2016,529.15,216.19,222.63
1/25/2016,524.51,214.29,220.68
1/26/2016,528.49,215.92,222.35
1/27/2016,529.51,216.34,222.78
1/28/2016,538.17,219.86,226.38
1/29/2016,548.7,224.15,230.77
2/1/2016,554.42,226.49,233.18
2/2/2016,556.48,227.33,234.04
2/3/2016,563.36,230.11,236.84
2/4/2016,561.1,229.18,235.87
2/5/2016,562.82,229.89,236.59
2/8/2016,560.77,229.02,235.62
2/9/2016,562.93,229.88,236.46
2/10/2016,562.41,229.54,235.81
2/11/2016,552.48,225.41,231.39
2/12/2016,550.78,224.7,230.6
2/16/2016,554.08,226.05,231.99
2/17/2016,552.94,225.57,231.48
2/18/2016,562,229.27,235.28
2/19/2016,558.46,227.82,233.79
2/22/2016,564.69,230.37,236.4
2/23/2016,565.17,230.56,236.6
2/24/2016,568.13,231.72,237.68
2/25/2016,573.75,234.01,240.03
2/26/2016,558.08,227.62,233.47
2/29/2016,559.34,228.12,233.94
3/1/2016,556.59,227,232.79
3/2/2016,559.51,228.14,233.84
3/3/2016,562.83,229.49,235.23
3/4/2016,569.39,232.17,237.97
3/7/2016,572.65,233.48,239.29
3/8/2016,577.89,235.56,241.26
3/9/2016,580.83,236.75,242.49
3/10/2016,581.34,236.96,242.7
3/11/2016,582.29,237.33,243.03
3/14/2016,582.8,237.53,243.24
3/15/2016,584.09,238.06,243.78
3/16/2016,589.89,240.42,246.2
3/17/2016,596.22,242.99,248.79
3/18/2016,592.48,241.46,247.23
3/21/2016,591.75,241.17,246.93
3/22/2016,589.81,240.36,246.04
3/23/2016,594.1,242.11,247.83
3/24/2016,595.9,242.84,248.58
3/28/2016,593.76,241.97,247.69
3/29/2016,602.45,245.46,251.16
3/30/2016,601.04,244.89,250.57
3/31/2016,604.28,246.21,251.93
4/1/2016,606.64,247.17,252.91
4/4/2016,604.23,246.19,251.91
4/5/2016,592.84,241.55,247.16
4/6/2016,592.13,241.26,246.86
4/7/2016,591.96,241.19,246.79
4/8/2016,594.68,242.3,247.92
4/11/2016,592.31,241.33,246.93
4/12/2016,596.62,243.09,248.73
4/13/2016,592.73,241.5,247.11
4/14/2016,591.94,241.18,246.78
4/15/2016,595.84,242.77,248.4
4/18/2016,597.8,243.57,249.22
4/19/2016,598.53,243.87,249.53
4/20/2016,583.9,237.9,243.43
4/21/2016,571.28,232.76,238.17
4/22/2016,576.56,234.91,240.37
4/25/2016,577.64,235.35,240.82
4/26/2016,578.55,235.72,241.2
4/27/2016,586.78,239.07,244.61
4/28/2016,586.43,238.91,244.4
4/29/2016,589.7,240.24,245.76
5/2/2016,594.35,242.14,247.7
5/3/2016,594.24,242.09,247.66
5/4/2016,601.04,244.83,250.39
5/5/2016,598.82,243.92,249.44
5/6/2016,594.91,242.3,247.7
5/9/2016,598.03,243.57,249
5/10/2016,598.9,243.91,249.3
5/11/2016,600.84,244.63,249.9
5/12/2016,604.29,245.96,251.06
5/13/2016,601.41,244.78,249.86
5/16/2016,602.28,245.12,250.15
5/17/2016,592.25,241.03,245.98
5/18/2016,581.33,236.52,241.21
5/19/2016,586.74,238.72,243.46
5/20/2016,588.05,239.26,244
5/23/2016,582.34,236.93,241.63
5/24/2016,588.83,239.57,244.32
5/25/2016,587.1,238.87,243.6
5/26/2016,593.85,241.55,246.19
5/27/2016,595.26,242.12,246.77
5/31/2016,598.6,243.48,248.16
6/1/2016,600.93,244.38,248.95
6/2/2016,600.52,244.21,248.78
6/3/2016,610.49,248.27,252.91
6/6/2016,609.49,247.85,252.45
6/7/2016,608.65,247.48,252.02
6/8/2016,612.73,249.1,253.57
6/9/2016,618.11,251.29,255.8
6/10/2016,616.4,250.59,255.09
6/13/2016,615.51,250.23,254.73
6/14/2016,618.94,251.6,256.07
6/15/2016,614.53,249.81,254.25
6/16/2016,618.71,251.5,255.93
6/17/2016,620.85,252.36,256.81
6/20/2016,618.34,251.34,255.77
6/21/2016,619.35,251.76,256.19
6/22/2016,616.57,250.63,255.04
6/23/2016,618.61,251.46,255.89
6/24/2016,619.19,251.69,256.12
6/27/2016,627.16,254.93,259.42
6/28/2016,629.73,255.91,260.25
6/29/2016,631.48,256.62,260.97
6/30/2016,645.34,262.25,266.7
7/1/2016,644.99,262.11,266.56
7/5/2016,649.67,264.01,268.49
7/6/2016,651.25,264.65,269.14
7/7/2016,639.45,259.86,264.27
7/8/2016,645.74,262.41,266.87
7/11/2016,645.2,262.19,266.64
7/12/2016,636.39,258.61,263
7/13/2016,641.26,260.59,265.01
7/14/2016,637.08,258.89,263.29
7/15/2016,638.96,259.66,264.06
7/18/2016,640.45,260.26,264.68
7/19/2016,639.5,259.87,264.29
7/20/2016,636.35,258.59,262.98
7/21/2016,639.88,260.03,264.44
7/22/2016,648.3,263.45,267.92
7/25/2016,647.37,263.08,267.54
7/26/2016,641.74,260.79,265.21
7/27/2016,634.36,257.77,262.12
7/28/2016,636.4,258.58,262.9
7/29/2016,640.88,260.4,264.75
8/1/2016,640.75,260.35,264.69
8/2/2016,636.98,258.82,263.14
8/3/2016,633.34,257.31,261.54
8/4/2016,632.72,257.05,261.25
8/5/2016,623.99,253.51,257.65
8/8/2016,623.58,253.3,257.36
8/9/2016,623.1,253.09,257.1
8/10/2016,623.48,253.16,256.96
8/11/2016,625.04,253.69,257.27
8/12/2016,625.64,253.92,257.47
8/15/2016,616.15,250.04,253.48
8/16/2016,608.76,247.05,250.44
8/17/2016,617.79,250.71,254.15
8/18/2016,625.36,253.78,257.27
8/19/2016,617.77,250.7,254.14
8/22/2016,619.49,251.4,254.85
8/23/2016,616.49,250.18,253.62
8/24/2016,616.48,250.18,253.62
8/25/2016,616.74,250.28,253.72
8/26/2016,604.1,245.11,248.36
8/29/2016,608.84,247.03,250.31
8/30/2016,602.57,244.49,247.73
8/31/2016,604.86,245.36,248.49
9/1/2016,602.33,244.34,247.46
9/2/2016,609.8,247.37,250.52
9/6/2016,616.73,250.16,253.33
9/7/2016,616.51,250.02,253.05
9/8/2016,618.73,250.91,253.93
9/9/2016,595.53,241.5,244.4
9/12/2016,605.84,245.68,248.64
9/13/2016,597.63,242.33,245.2
9/14/2016,600.37,243.44,246.32
9/15/2016,604.86,245.23,248.05
9/16/2016,610.4,247.48,250.32
9/19/2016,616.46,249.93,252.81
9/20/2016,615.28,249.45,252.32
9/21/2016,628.19,254.69,257.62
9/22/2016,631.75,256.13,259.08
9/23/2016,630.95,255.81,258.75
9/26/2016,629.64,255.28,258.21
9/27/2016,621.98,252.15,254.99
9/28/2016,620.55,251.52,254.25
9/29/2016,611.56,247.88,250.56
9/30/2016,607.23,246.12,248.79
10/3/2016,599.05,242.81,245.44
10/4/2016,586.06,237.54,240.11
10/5/2016,584.61,236.95,239.52
10/6/2016,584.5,236.91,239.48
10/7/2016,584.08,236.74,239.31
10/10/2016,588.96,238.72,241.3
10/11/2016,582.03,235.91,238.46
10/12/2016,587.78,238.24,240.82
10/13/2016,595.17,241.24,243.85
10/14/2016,591.89,239.9,242.5
10/17/2016,595.13,241.22,243.83
10/18/2016,600.01,243.2,245.83
10/19/2016,598.71,242.67,245.3
10/20/2016,598.33,242.52,245.14
10/21/2016,595.16,241.23,243.85
10/24/2016,597.5,242.18,244.8
10/25/2016,600.58,243.43,246.07
10/26/2016,601.92,243.97,246.61
10/27/2016,598.83,242.7,245.3
10/28/2016,600.58,243.39,245.95
10/31/2016,612.48,248.22,250.83
11/1/2016,601.67,243.84,246.4
11/2/2016,594.04,240.73,243.24
11/3/2016,596.21,241.59,244.07
11/4/2016,594.07,240.73,243.19
11/7/2016,604.68,245.02,247.51
11/8/2016,609.39,246.87,249.26
11/9/2016,587.13,237.84,240.09
11/10/2016,572.94,232.06,234.17
11/11/2016,570.74,231.16,233.27
11/14/2016,569.74,230.72,232.73
11/15/2016,579.41,234.64,236.68
11/16/2016,575.25,232.88,234.74
11/17/2016,575.36,232.86,234.57
11/18/2016,573.45,232.08,233.79
11/21/2016,579.7,234.62,236.34
11/22/2016,581.6,235.34,236.95
11/23/2016,576.34,233.21,234.8
11/25/2016,584.56,236.53,238.15
11/28/2016,596.12,241.21,242.86
11/29/2016,598.02,241.98,243.63
11/30/2016,579.42,234.4,235.88
12/1/2016,574.18,232.28,233.75
12/2/2016,579.46,234.42,235.9
12/5/2016,580.82,234.95,236.41
12/6/2016,579.37,234.37,235.82
12/7/2016,586.85,237.34,238.68
12/8/2016,588.39,237.95,239.27
12/9/2016,594.48,240.41,241.75
12/12/2016,600.55,242.87,244.21
12/13/2016,606.82,245.4,246.76
12/14/2016,594.55,240.42,241.72
12/15/2016,598.37,241.95,243.21
12/16/2016,605.78,244.95,246.22
12/19/2016,608.04,245.86,247.14
12/20/2016,608.75,246.15,247.43
12/21/2016,606.47,245.23,246.5
12/22/2016,608.72,246.11,247.34
12/23/2016,608.65,246.09,247.32
12/27/2016,608.82,246.13,247.31
12/28/2016,603.28,243.84,244.89
12/29/2016,611.02,246.97,248.03
12/30/2016,608.06,245.78,246.83
1/3/2017,606.23,245.04,246.09
1/4/2017,608.27,245.86,246.91
1/5/2017,608.86,246.1,247.15
1/6/2017,610.85,246.9,247.96
1/9/2017,602.85,243.67,244.72
1/10/2017,601.21,243.01,244.05
1/11/2017,607.05,245.37,246.42
1/12/2017,607.81,245.67,246.73
1/13/2017,606.8,245.26,246.32
1/17/2017,613.84,248.11,249.17
1/18/2017,612.82,247.7,248.76
1/19/2017,607.49,245.54,246.6
1/20/2017,608.42,245.92,246.97
1/23/2017,605.45,244.72,245.77
1/24/2017,605.45,244.72,245.77
1/25/2017,605.32,244.67,245.72
1/26/2017,605.49,244.74,245.79
1/27/2017,605.48,244.72,245.75
1/30/2017,605.89,244.87,245.85
1/31/2017,615.68,248.82,249.82
2/1/2017,605.11,244.54,245.5
2/2/2017,610.89,246.88,247.85
2/3/2017,611.85,247.24,248.14
2/6/2017,610.9,246.86,247.76
2/7/2017,612.27,247.39,248.25
2/8/2017,618.18,249.74,250.51
2/9/2017,613,247.64,248.41
2/10/2017,616.95,249.22,249.94
2/13/2017,619.97,250.38,250.96
2/14/2017,615.56,248.58,249.13
2/15/2017,613.78,247.79,248.17
2/16/2017,620.13,250.29,250.52
2/17/2017,620.54,250.46,250.68
2/21/2017,627.25,253.16,253.39
2/22/2017,629.81,254.2,254.43
2/23/2017,636.43,256.87,257.1
2/24/2017,645.73,260.57,260.67
2/27/2017,642,259.06,259.17
2/28/2017,648.18,261.54,261.6
3/1/2017,642.25,259.09,259.02
3/2/2017,647.01,261.01,260.94
3/3/2017,644.76,260.1,260.03
3/6/2017,643.57,259.62,259.55
3/7/2017,643.6,259.63,259.56
3/8/2017,634.25,255.79,255.56
3/9/2017,632.73,255.18,254.95
3/10/2017,637.93,257.26,257
3/13/2017,639.59,257.91,257.6
3/14/2017,639.04,257.69,257.37
3/15/2017,649.52,261.91,261.59
3/16/2017,642.6,259.1,258.75
3/17/2017,646.3,260.6,260.24
3/20/2017,641.93,258.84,258.48
3/21/2017,651.17,262.53,262.11
3/22/2017,653.65,263.54,263.11
3/23/2017,652.05,262.89,262.47
3/24/2017,654.69,263.95,263.53
3/27/2017,651.67,262.74,262.32
3/28/2017,652.06,262.9,262.47
3/29/2017,649.47,261.8,261.26
3/30/2017,645.05,260.02,259.48
3/31/2017,646.95,260.78,260.25
4/3/2017,646.96,260.79,260.25
4/4/2017,649.1,261.65,261.11
4/5/2017,652.51,263.02,262.48
4/6/2017,651.52,262.63,262.08
4/7/2017,648.04,261.22,260.69
4/10/2017,649.45,261.79,261.25
4/11/2017,649.29,261.73,261.19
4/12/2017,654.08,263.66,263.11
4/13/2017,651.7,262.7,262.15
4/17/2017,654.94,264,263.46
4/18/2017,656.02,264.44,263.89
4/19/2017,651.67,262.69,262.14
4/20/2017,649.12,261.66,261.12
4/21/2017,652.62,263.07,262.52
4/24/2017,655.77,264.34,263.79
4/25/2017,655.16,264.09,263.55
4/26/2017,652.77,263.11,262.53
4/27/2017,654.9,263.95,263.33
4/28/2017,652,262.78,262.16
5/1/2017,647.75,261.07,260.45
5/2/2017,649.39,261.73,261.11
5/3/2017,646.52,260.54,259.83
5/4/2017,649.2,261.62,260.9
5/5/2017,652.83,263.08,262.36
5/8/2017,652.72,263,262.2
5/9/2017,647.16,260.74,259.91
5/10/2017,648.38,261.21,260.33
5/11/2017,649.32,261.48,260.35
5/12/2017,652.74,262.85,261.68
5/15/2017,655.32,263.86,262.63
5/16/2017,650.08,261.75,260.53
5/17/2017,652.29,262.57,261.17
5/18/2017,654.8,263.58,262.18
5/19/2017,656.91,264.43,263.02
5/22/2017,662.81,266.8,265.39
5/23/2017,664.36,267.43,266.01
5/24/2017,668.87,269.24,267.81
5/25/2017,674.03,271.27,269.69
5/26/2017,673.8,271.15,269.54
5/30/2017,676.03,272.05,270.43
5/31/2017,679.65,273.45,271.69
6/1/2017,684.54,275.42,273.64
6/2/2017,685.5,275.81,274.03
6/5/2017,682.22,274.48,272.72
6/6/2017,681.04,274.01,272.24
6/7/2017,683.61,274.98,273.08
6/8/2017,677.7,272.59,270.68
6/9/2017,677.66,272.58,270.66
6/12/2017,676.26,272,270.06
6/13/2017,677.53,272.49,270.5
6/14/2017,681.55,274.11,272.1
6/15/2017,685.53,275.69,273.63
6/16/2017,688.84,277.02,274.95
6/19/2017,686.27,275.99,273.92
6/20/2017,686.61,276.13,274.06
6/21/2017,682.19,274.35,272.3
6/22/2017,679.25,273.16,271.12
6/23/2017,676.78,272.17,270.14
6/26/2017,682.05,274.29,272.24
6/27/2017,673.51,270.86,268.83
6/28/2017,667.56,268.41,266.28
6/29/2017,662.1,266.21,264.1
6/30/2017,661.28,265.88,263.77
7/3/2017,657.71,264.45,262.35
7/5/2017,655.29,263.45,261.3
7/6/2017,654.42,263.1,260.95
7/7/2017,655.34,263.47,261.32
7/10/2017,654.28,263.05,260.9
7/11/2017,654.08,262.97,260.82
7/12/2017,659.62,265.19,263.03
7/13/2017,657.29,264.26,262.1
7/14/2017,660.86,265.69,263.52
7/17/2017,663.44,266.73,264.55
7/18/2017,665.28,267.47,265.28
7/19/2017,668.41,268.73,266.53
7/20/2017,672.84,270.51,268.3
7/21/2017,677.99,272.58,270.35
7/24/2017,671.7,270.05,267.84
7/25/2017,668.27,268.67,266.48
7/26/2017,674.14,271.03,268.82
7/27/2017,675.76,271.67,269.41
7/28/2017,674.9,271.31,269.03
7/31/2017,677.43,272.33,270.04
8/1/2017,680.89,273.71,271.39
8/2/2017,684.1,274.99,272.63
8/3/2017,687.13,276.19,273.78
8/4/2017,685.13,275.38,272.98
8/7/2017,686.58,275.96,273.53
8/8/2017,689.29,276.99,274.43
8/9/2017,685.89,275.62,273.07
8/10/2017,687.78,276.37,273.76
8/11/2017,683.66,274.67,272
8/14/2017,687.96,276.36,273.58
8/15/2017,691.4,277.74,274.95
8/16/2017,694.25,278.81,275.83
8/17/2017,689.5,276.83,273.71
8/18/2017,693.83,278.57,275.43
8/21/2017,696.11,279.49,276.33
8/22/2017,697.49,280.04,276.88
8/23/2017,699.73,280.89,277.59
8/24/2017,699.18,280.66,277.37
8/25/2017,701.32,281.52,278.22
8/28/2017,702.92,282.16,278.85
8/29/2017,701.85,281.74,278.43
8/30/2017,699.28,280.65,277.22
8/31/2017,699.45,280.71,277.28
9/1/2017,697.33,279.86,276.45
9/5/2017,699.39,280.69,277.26
9/6/2017,695.73,279.22,275.81
9/7/2017,701.24,281.37,277.8
9/8/2017,704.42,282.64,279.03
9/11/2017,710.98,285.27,281.62
9/12/2017,698.64,280.31,276.69
9/13/2017,694.92,278.81,275.22
9/14/2017,701.18,281.3,277.62
9/15/2017,702.03,281.63,277.9
9/18/2017,695.29,278.9,275.17
9/19/2017,693.8,278.3,274.58
9/20/2017,688.42,276.15,272.45
9/21/2017,688,275.95,272.2
9/22/2017,683.06,273.97,270.25
9/25/2017,688.83,276.29,272.53
9/26/2017,687.75,275.85,272.11
9/27/2017,678.52,272.15,268.45
9/28/2017,681.03,273.1,269.27
9/29/2017,680.27,272.8,268.97
10/2/2017,681.79,273.41,269.57
10/3/2017,679.19,272.36,268.54
10/4/2017,686.4,275.26,271.39
10/5/2017,685.57,274.92,271.06
10/6/2017,685.13,274.75,270.89
10/9/2017,686.06,275.12,271.26
10/10/2017,692.79,277.82,273.92
10/11/2017,696.04,279.13,275.21
10/12/2017,699.53,280.52,276.58
10/13/2017,694.22,278.39,274.48
10/16/2017,692.98,277.9,274
10/17/2017,697.04,279.52,275.6
10/18/2017,696.01,279.11,275.19
10/19/2017,703.04,281.93,277.97
10/20/2017,703.93,282.29,278.32
10/23/2017,704.3,282.44,278.47
10/24/2017,704.87,282.66,278.69
10/25/2017,701.78,281.43,277.47
10/26/2017,701.76,281.42,277.47
10/27/2017,706.07,283.14,279.17
10/30/2017,706.33,283.23,279.22
10/31/2017,706.83,283.41,279.35
11/1/2017,702.85,281.82,277.78
11/2/2017,705.83,283,278.92
11/3/2017,708.41,284.04,279.94
11/6/2017,705.56,282.87,278.75
11/7/2017,714.26,286.36,282.19
11/8/2017,714.22,286.33,282.1
11/9/2017,715.35,286.73,282.4
11/10/2017,712.22,285.48,281.17
11/13/2017,720.64,288.83,284.42
11/14/2017,729.79,292.44,287.82
11/15/2017,723,289.7,285.1
11/16/2017,720.71,288.71,283.95
11/17/2017,715.95,286.73,281.84
11/20/2017,713.71,285.83,280.96
11/21/2017,715.43,286.52,281.63
11/22/2017,715.68,286.57,281.55
11/24/2017,716.79,287.01,281.99
11/27/2017,720.09,288.33,283.29
