date,tr,net_tr,utilities
11/28/2017,723.18,289.57,284.5
11/29/2017,723.61,289.74,284.67
11/30/2017,726.27,290.75,285.52
12/1/2017,723.7,289.72,284.51
12/4/2017,719.49,288.03,282.85
12/5/2017,710.56,284.46,279.34
12/6/2017,713.28,285.55,280.41
12/7/2017,714.46,285.96,280.68
12/8/2017,716.76,286.88,281.58
12/11/2017,721.23,288.66,283.31
12/12/2017,708.74,283.65,278.36
12/13/2017,710.64,284.41,279.1
12/14/2017,709.61,283.99,278.7
12/15/2017,712.58,285.14,279.74
12/18/2017,704.33,281.84,276.5
12/19/2017,691.64,276.77,271.52
12/20/2017,686.24,274.61,269.4
12/21/2017,678.09,271.34,266.2
12/22/2017,679.08,271.74,266.59
12/26/2017,675.12,270.15,265.03
12/27/2017,678.04,271.3,266.11
12/28/2017,681.68,272.71,267.37
12/29/2017,681.67,272.71,267.37
1/2/2018,675.73,270.33,265.04
1/3/2018,670.57,268.26,263.02
1/4/2018,664.73,265.93,260.73
1/5/2018,664.63,265.89,260.69
1/8/2018,670.91,268.4,263.15
1/9/2018,664.2,265.72,260.52
1/10/2018,656.73,262.73,257.59
1/11/2018,654.4,261.79,256.67
1/12/2018,650.77,260.34,255.25
1/16/2018,649.07,259.66,254.58
1/17/2018,653.24,261.33,256.22
1/18/2018,649.17,259.7,254.62
1/19/2018,647.25,258.94,253.87
1/22/2018,647.97,259.22,254.15
1/23/2018,654.15,261.7,256.58
1/24/2018,650.31,260.16,255.07
1/25/2018,660.25,264.14,258.97
1/26/2018,660.67,264.3,259.13
1/29/2018,652.22,260.92,255.82
1/30/2018,653.39,261.38,256.25
1/31/2018,660.77,264.31,259.07
2/1/2018,650.31,260.13,254.97
2/2/2018,645.65,258.26,253.14
2/5/2018,634.69,253.88,248.85
2/6/2018,625.35,250.12,245.09
2/7/2018,622.42,248.93,243.88
2/8/2018,615.11,245.96,240.87
2/9/2018,628.56,251.33,246.13
2/12/2018,633.55,253.33,248.09
2/13/2018,636.29,254.38,249
2/14/2018,629.21,251.49,246.05
2/15/2018,643.28,257.03,251.27
2/16/2018,648.71,259.12,253.15
2/20/2018,640.55,255.87,249.97
2/21/2018,632.11,252.49,246.68
2/22/2018,635.02,253.65,247.81
2/23/2018,651.94,260.41,254.41
2/26/2018,650.3,259.69,253.56
2/27/2018,639.35,255.32,249.3
2/28/2018,635.27,253.69,247.7
3/1/2018,635.42,253.69,247.55
3/2/2018,633.89,253.08,246.95
3/5/2018,646.43,258.06,251.78
3/6/2018,637.65,254.56,248.35
3/7/2018,633.23,252.77,246.54
3/8/2018,637.89,254.59,248.25
3/9/2018,639.59,255.26,248.87
3/12/2018,642.29,256.34,249.92
3/13/2018,643.74,256.9,250.44
3/14/2018,650.16,259.44,252.86
3/15/2018,649.83,259.31,252.73
3/16/2018,656.46,261.93,255.25
3/19/2018,651.56,259.98,253.34
3/20/2018,648.55,258.78,252.18
3/21/2018,645.98,257.75,251.18
3/22/2018,649.04,258.95,252.27
3/23/2018,640.04,255.35,248.78
3/26/2018,646.72,258.02,251.37
3/27/2018,656.16,261.79,255.04
3/28/2018,655.78,261.61,254.82
3/29/2018,659.18,262.97,256.14
4/2/2018,654.23,260.99,254.21
4/3/2018,656.49,261.89,255.09
4/4/2018,657.87,262.44,255.63
4/5/2018,663.09,264.53,257.65
4/6/2018,658.36,262.64,255.82
4/9/2018,659.13,262.95,256.12
4/10/2018,654.37,261.05,254.27
4/11/2018,653.38,260.65,253.88
4/12/2018,645.04,257.33,250.64
4/13/2018,649.49,259.1,252.37
4/16/2018,658.45,262.68,255.85
4/17/2018,665.33,265.42,258.53
4/18/2018,662.74,264.39,257.52
4/19/2018,662.19,264.17,257.31
4/20/2018,656.3,261.82,255.02
4/23/2018,656.93,262.07,255.26
4/24/2018,661.17,263.76,256.91
4/25/2018,661.37,263.84,256.99
4/26/2018,668.19,266.56,259.64
4/27/2018,674.75,269.16,262.13
4/30/2018,673.02,268.45,261.39
5/1/2018,671.14,267.7,260.66
5/2/2018,670.24,267.34,260.31
5/3/2018,669.62,267.08,260.03
5/4/2018,672.39,268.17,261.04
5/7/2018,668.79,266.73,259.64
5/8/2018,651.99,260.03,253.12
5/9/2018,647.61,258.23,251.23
5/10/2018,656.34,261.7,254.59
5/11/2018,657.87,262.29,255.11
5/14/2018,655.33,261.23,254
5/15/2018,649.8,259,251.76
5/16/2018,644.32,256.8,249.59
5/17/2018,639.17,254.67,247.35
5/18/2018,638.93,254.5,247.02
5/21/2018,642.68,256,248.47
5/22/2018,645.19,257,249.44
5/23/2018,651.17,259.36,251.68
5/24/2018,656.06,261.31,253.57
5/25/2018,658.8,262.4,254.63
5/29/2018,659.09,262.51,254.74
5/30/2018,664.13,264.52,256.69
5/31/2018,665.43,264.97,256.98
6/1/2018,655.17,260.88,253.02
6/4/2018,650.16,258.83,250.88
6/5/2018,645.96,257.15,249.25
6/6/2018,632.22,251.68,243.95
6/7/2018,635.47,252.92,245.01
6/8/2018,635.39,252.88,244.98
6/11/2018,633.27,252.04,244.16
6/12/2018,641.54,255.32,247.3
6/13/2018,639.8,254.63,246.63
6/14/2018,647.48,257.66,249.52
6/15/2018,652.08,259.47,251.23
6/18/2018,654.36,260.38,252.11
6/19/2018,661.3,263.14,254.78
6/20/2018,661.3,263.14,254.78
6/21/2018,663.5,264.02,255.63
6/22/2018,668.37,265.95,257.51
6/25/2018,679.41,270.35,261.76
6/26/2018,679.34,270.32,261.73
6/27/2018,683.31,271.9,263.26
6/28/2018,683.19,271.85,263.22
6/29/2018,683.85,272.06,263.3
7/2/2018,689.27,274.22,265.39
7/3/2018,691,274.91,266.06
7/5/2018,695.38,276.65,267.74
7/6/2018,700.5,278.69,269.71
7/9/2018,678.6,269.97,261.28
7/10/2018,685.23,272.61,263.83
7/11/2018,691.19,274.98,266.12
7/12/2018,691.78,275.21,266.35
7/13/2018,692.21,275.38,266.51
7/16/2018,691.15,274.96,266.11
7/17/2018,690.72,274.79,265.94
7/18/2018,687.25,273.41,264.61
7/19/2018,693.69,275.97,267.08
7/20/2018,688.44,273.89,265.06
7/23/2018,684.03,272.13,263.37
7/24/2018,686.35,273.05,264.26
7/25/2018,688.18,273.78,264.96
7/26/2018,696.03,276.9,267.99
7/27/2018,693.17,275.77,266.89
7/30/2018,689.19,274.16,265.29
7/31/2018,696.6,277.1,268.11
8/1/2018,690.81,274.8,265.88
8/2/2018,694.64,276.3,267.29
8/3/2018,701.81,279.15,270.05
8/6/2018,702.86,279.55,270.39
8/7/2018,701.34,278.95,269.8
8/8/2018,697.73,277.49,268.35
8/9/2018,700.95,278.72,269.44
8/10/2018,698.11,277.6,268.35
8/13/2018,698.92,277.9,268.59
8/14/2018,700.64,278.51,269.04
8/15/2018,706.11,280.67,271.09
8/16/2018,714.65,283.99,274.12
8/17/2018,718.01,285.25,275.17
8/20/2018,715.53,284.27,274.22
8/21/2018,710.37,282.22,272.25
8/22/2018,704.88,280.03,270.14
8/23/2018,704.78,280,270.1
8/24/2018,707.84,281.21,271.28
8/27/2018,703.33,279.42,269.55
8/28/2018,701.97,278.87,268.98
8/29/2018,706.62,280.65,270.56
8/30/2018,707.56,281.02,270.91
8/31/2018,704.39,279.76,269.7
9/4/2018,708.23,281.29,271.17
9/5/2018,717.24,284.87,274.62
9/6/2018,720.79,286.19,275.68
9/7/2018,712.45,282.83,272.37
9/10/2018,716.59,284.48,273.96
9/11/2018,714.22,283.52,273.01
9/12/2018,713.6,283.28,272.77
9/13/2018,719.29,285.51,274.87
9/14/2018,715.57,284.02,273.39
9/17/2018,717.76,284.89,274.22
9/18/2018,716.24,284.28,273.64
9/19/2018,701.02,278.24,267.83
9/20/2018,702.28,278.69,268.15
9/21/2018,705.03,279.79,269.2
9/24/2018,698.79,277.31,266.82
9/25/2018,690.23,273.91,263.56
9/26/2018,683.05,271.06,260.81
9/27/2018,689.79,273.72,263.31
9/28/2018,700.18,277.84,267.28
10/1/2018,698.08,277,266.47
10/2/2018,707.04,280.56,269.9
10/3/2018,698.37,277.12,266.59
10/4/2018,702.19,278.64,268.04
10/5/2018,713.19,283,272.24
10/8/2018,718.69,285.18,274.34
10/9/2018,721.71,286.38,275.5
10/10/2018,717.88,284.86,274.03
10/11/2018,703.72,279.24,268.63
10/12/2018,704.18,279.42,268.8
10/15/2018,706.66,280.41,269.75
10/16/2018,714.87,283.67,272.89
10/17/2018,713.78,283.23,272.47
10/18/2018,714.37,283.47,272.69
10/19/2018,725.63,287.94,276.99
10/22/2018,720.67,285.97,275.1
10/23/2018,716.96,284.5,273.68
10/24/2018,733.42,291.03,279.97
10/25/2018,722.46,286.68,275.78
10/26/2018,710.16,281.8,271.09
10/29/2018,719.76,285.61,274.75
10/30/2018,721.99,286.48,275.55
10/31/2018,713.87,283.23,272.38
11/1/2018,710.2,281.77,270.94
11/2/2018,706.56,280.32,269.55
11/5/2018,716.42,284.23,273.31
11/6/2018,722.07,286.45,275.4
11/7/2018,730.04,289.59,278.38
11/8/2018,728.52,288.94,277.64
11/9/2018,729.2,289.21,277.9
11/12/2018,728.96,289.12,277.81
11/13/2018,731.88,290.23,278.77
11/14/2018,724.08,287.08,275.62
11/15/2018,719.18,285.05,273.5
11/16/2018,729.18,288.95,277.07
11/19/2018,732.95,290.44,278.5
11/20/2018,729.25,288.97,277.09
11/21/2018,718.48,284.7,273
11/23/2018,719.37,285.06,273.34
11/26/2018,723.23,286.59,274.81
11/27/2018,729.55,289.09,277.21
11/28/2018,728.79,288.78,276.87
11/29/2018,728.25,288.5,276.46
11/30/2018,739.44,292.93,280.71
12/3/2018,745.96,295.52,283.19
12/4/2018,747.08,295.96,283.61
12/6/2018,747.1,295.87,283.32
12/7/2018,750.41,297.15,284.46
12/10/2018,752.68,298.05,285.32
12/11/2018,755.05,298.97,286.17
12/12/2018,750.67,297.24,284.51
12/13/2018,757.29,299.86,287.02
12/14/2018,755.5,299.13,286.28
12/17/2018,730.98,289.4,276.93
12/18/2018,726.29,287.54,275.15
12/19/2018,724.7,286.92,274.55
12/20/2018,726.69,287.7,275.3
12/21/2018,721.56,285.67,273.36
12/24/2018,690.78,273.49,261.7
12/26/2018,701.59,277.77,265.79
12/27/2018,707.91,280.25,268.11
12/28/2018,708.31,280.35,268.09
12/31/2018,709.69,280.89,268.61
1/2/2019,697.12,275.92,263.86
1/3/2019,697.69,276.15,264.07
1/4/2019,708.03,280.24,267.99
1/7/2019,703,278.25,266.08
1/8/2019,711.84,281.75,269.43
1/9/2019,707.2,279.91,267.67
1/10/2019,717.15,283.85,271.44
1/11/2019,714.01,282.6,270.25
1/14/2019,698.08,276.3,264.22
1/15/2019,706.92,279.8,267.57
1/16/2019,708.85,280.56,268.3
1/17/2019,711.87,281.76,269.44
1/18/2019,712.72,282.09,269.76
1/22/2019,713.75,282.5,270.15
1/23/2019,721.46,285.55,273.07
1/24/2019,724.94,286.93,274.39
1/25/2019,715.33,283.13,270.75
1/28/2019,712.03,281.82,269.5
1/29/2019,714.05,282.62,270.27
1/30/2019,718.79,284.48,272.03
1/31/2019,734,290.47,277.67
2/1/2019,731.8,289.6,276.84
2/4/2019,733.33,290.21,277.42
2/5/2019,734.21,290.56,277.75
2/6/2019,733.74,290.34,277.47
2/7/2019,743.4,294.12,281
2/8/2019,747.13,295.59,282.38
2/11/2019,746.51,295.34,282.14
2/12/2019,748.04,295.92,282.63
2/13/2019,746.11,295.11,281.77
2/14/2019,744.44,294.37,280.89
2/15/2019,747.17,295.38,281.68
2/19/2019,751.55,297.07,283.2
2/20/2019,755.04,298.43,284.46
2/21/2019,760.7,300.67,286.59
2/22/2019,765.36,302.5,288.33
2/25/2019,760.43,300.56,286.47
2/26/2019,759.28,300.1,286.04
2/27/2019,760.75,300.61,286.36
2/28/2019,764.55,302.03,287.53
3/1/2019,766.12,302.63,288.07
3/4/2019,767.9,303.31,288.68
3/5/2019,766.61,302.81,288.19
3/6/2019,766.86,302.91,288.29
3/7/2019,769.39,303.84,289.04
3/8/2019,772.18,304.94,290.08
3/11/2019,777.81,307.17,292.2
3/12/2019,782.72,309.09,294
3/13/2019,783.86,309.54,294.43
3/14/2019,783.02,309.18,294.03
3/15/2019,786.86,310.68,295.41
3/18/2019,783.65,309.41,294.2
3/19/2019,774.4,305.76,290.73
3/20/2019,776.6,306.63,291.56
3/21/2019,785.04,309.93,294.63
3/22/2019,790.46,312.07,296.66
3/25/2019,791.38,312.43,297.01
3/26/2019,796.92,314.62,299.08
3/27/2019,791.58,312.51,297.08
3/28/2019,781.92,308.67,293.38
3/29/2019,786.63,310.54,295.15
4/1/2019,781.04,308.33,293.05
4/2/2019,781.88,308.66,293.37
4/3/2019,780.69,308.19,292.92
4/4/2019,777.63,306.98,291.77
4/5/2019,785.44,310.06,294.7
4/8/2019,779.73,307.81,292.56
4/9/2019,781.78,308.62,293.33
4/10/2019,778.83,307.45,292.22
4/11/2019,783.13,309.15,293.83
4/12/2019,787.02,310.69,295.3
4/15/2019,787.05,310.7,295.3
4/16/2019,776.13,306.39,291.21
4/17/2019,774.49,305.74,290.59
4/18/2019,774.62,305.79,290.64
4/22/2019,773.72,305.44,290.31
4/23/2019,776.61,306.58,291.39
4/24/2019,780.85,308.25,292.98
4/25/2019,784.23,309.59,294.25
4/26/2019,785.49,310.08,294.72
4/29/2019,780.65,308.15,292.85
4/30/2019,793.92,313.37,297.75
5/1/2019,785.45,310.03,294.58
5/2/2019,783.36,309.19,293.75
5/3/2019,788.43,311.19,295.65
5/6/2019,783.55,309.24,293.76
5/7/2019,781.1,308.28,292.84
5/8/2019,770.51,304.08,288.8
5/9/2019,770.14,303.89,288.54
5/10/2019,783.57,309.18,293.54
5/13/2019,792.45,312.66,296.79
5/14/2019,786.16,310.11,294.22
5/15/2019,785.25,309.73,293.82
5/16/2019,790.49,311.72,295.53
5/17/2019,794.96,313.41,296.96
5/20/2019,796.31,313.94,297.46
5/21/2019,796.79,314.13,297.64
5/22/2019,803.45,316.73,300.07
5/23/2019,810.04,319.33,302.53
5/24/2019,808.41,318.68,301.9
5/28/2019,795.37,313.54,297.03
5/29/2019,784.85,309.38,293.05
5/30/2019,783.77,308.95,292.65
5/31/2019,787.84,310.49,293.95
6/3/2019,795.99,313.7,296.99
6/4/2019,796.33,313.83,297.11
6/5/2019,813.37,320.55,303.47
6/6/2019,817.91,322.22,304.8
6/7/2019,811.9,319.82,302.45
6/10/2019,807.03,317.9,300.64
6/11/2019,801.57,315.74,298.56
6/12/2019,812.26,319.95,302.54
6/13/2019,813.71,320.5,303
6/14/2019,821.97,323.73,306.01
6/17/2019,819.21,322.64,304.98
6/18/2019,816.65,321.63,304.03
6/19/2019,823.25,324.23,306.49
6/20/2019,827.72,325.99,308.15
6/21/2019,831.59,327.51,309.59
6/24/2019,831.72,327.57,309.64
6/25/2019,826.54,325.52,307.71
6/26/2019,808.76,318.53,301.09
6/27/2019,809.76,318.92,301.47
6/28/2019,813.99,320.58,303.04
7/1/2019,811.44,319.58,302.09
7/2/2019,821.5,323.54,305.84
7/3/2019,828.71,326.35,308.42
7/5/2019,827.52,325.86,307.9
7/8/2019,828.46,326.23,308.25
7/9/2019,828.96,326.42,308.44
7/10/2019,831.59,327.46,309.42
7/11/2019,831.88,327.57,309.53
7/12/2019,826.58,325.49,307.55
7/15/2019,829.64,326.69,308.69
7/16/2019,824.91,324.83,306.93
7/17/2019,828.49,326.24,308.26
7/18/2019,835.05,328.82,310.7
7/19/2019,822.94,324.05,306.2
7/22/2019,821.44,323.46,305.64
7/23/2019,816.41,321.48,303.77
7/24/2019,816.99,321.71,303.99
7/25/2019,814.56,320.76,303.08
7/26/2019,817.91,322.07,304.33
7/29/2019,821.94,323.66,305.83
7/30/2019,815.82,321.23,303.49
7/31/2019,811.72,319.59,301.9
8/1/2019,820.02,322.85,304.94
8/2/2019,820.45,323.02,305.1
8/5/2019,808.03,318.13,300.49
8/6/2019,818.76,322.33,304.4
8/7/2019,820.69,323.07,305.06
8/8/2019,829.52,326.5,308.18
8/9/2019,829.82,326.62,308.29
8/12/2019,828.35,326.03,307.75
8/13/2019,829.13,326.29,307.88
8/14/2019,821.85,323.37,304.99
8/15/2019,832.91,327.64,308.83
8/16/2019,836.52,328.98,309.93
8/19/2019,842.28,331.25,312.07
8/20/2019,840.77,330.65,311.51
8/21/2019,846.45,332.89,313.61
8/22/2019,847,333.1,313.82
8/23/2019,838.17,329.62,310.52
8/26/2019,848.07,333.52,314.19
8/27/2019,849.23,333.97,314.62
8/28/2019,847.63,333.27,313.8
8/29/2019,853.21,335.45,315.82
8/30/2019,853.59,335.6,315.97
9/3/2019,868.56,341.49,321.51
9/4/2019,869.85,341.99,321.98
9/5/2019,860.25,338.13,318.15
9/6/2019,857.6,337.06,317.09
9/9/2019,852.6,335.06,315.12
9/10/2019,853.53,335.41,315.43
9/11/2019,861.88,338.69,318.51
9/12/2019,863.24,339.2,318.94
9/13/2019,858.49,337.32,317.12
9/16/2019,859.19,337.59,317.38
9/17/2019,866.86,340.6,320.21
9/18/2019,870.95,342.21,321.72
9/19/2019,874.53,343.57,322.88
9/20/2019,877.78,344.84,324.08
9/23/2019,878.92,345.29,324.5
9/24/2019,888.22,348.95,327.93
9/25/2019,887.96,348.84,327.84
9/26/2019,892.24,350.52,329.42
9/27/2019,889.42,349.39,328.29
9/30/2019,889.96,349.6,328.49
10/1/2019,887.23,348.53,327.49
10/2/2019,875.75,344.02,323.25
10/3/2019,878.12,344.95,324.12
10/4/2019,891.48,350.2,329.06
10/7/2019,887.51,348.64,327.59
10/8/2019,878.53,345.11,324.27
10/9/2019,883,346.87,325.92
10/10/2019,881.95,346.45,325.54
10/11/2019,878.91,345.26,324.41
10/14/2019,872.99,342.94,322.23
10/15/2019,870.4,341.92,321.27
10/16/2019,872.44,342.72,322.03
10/17/2019,874.44,343.5,322.76
10/18/2019,877.62,344.75,323.94
10/21/2019,880.85,346.02,325.13
10/22/2019,884.77,347.56,326.58
10/23/2019,888.02,348.84,327.78
10/24/2019,891.52,350.22,329.07
10/25/2019,881.83,346.41,325.49
10/28/2019,870.27,341.87,321.23
10/29/2019,871.22,342.24,321.58
10/30/2019,878.93,345.25,324.36
10/31/2019,883.16,346.89,325.85
11/1/2019,881.42,346.2,325.17
11/4/2019,870.12,341.75,321
11/5/2019,861.2,338.25,317.71
11/6/2019,863.84,339.24,318.54
11/7/2019,852.56,334.77,314.25
11/8/2019,849.42,333.53,313.06
11/11/2019,843.66,331.27,310.94
11/12/2019,845.98,332.15,311.71
11/13/2019,858.58,337.07,316.28
11/14/2019,861.57,338.13,317
11/15/2019,864.53,339.21,317.84
11/18/2019,866.02,339.79,318.39
11/19/2019,863.8,338.93,317.58
11/20/2019,869.37,341.09,319.57
11/21/2019,866.15,339.83,318.39
11/22/2019,866.44,339.93,318.47
11/25/2019,863.25,338.68,317.3
11/26/2019,866.67,340.01,318.51
11/27/2019,868.1,340.5,318.81
11/29/2019,866.87,340.02,318.36
12/2/2019,860.18,337.39,315.9
12/3/2019,864.49,339.08,317.48
12/4/2019,870.72,341.53,319.77
12/5/2019,871.65,341.8,319.83
12/6/2019,869.71,341.04,319.12
12/9/2019,866,339.52,317.56
12/10/2019,865.76,339.41,317.43
12/11/2019,868.63,340.54,318.48
12/12/2019,864.39,338.88,316.92
12/13/2019,871.81,341.76,319.58
12/16/2019,883.08,346.18,323.71
12/17/2019,885.17,347,324.48
12/18/2019,889.03,348.51,325.89
12/19/2019,888.71,348.37,325.71
12/20/2019,895.66,351.09,328.25
12/23/2019,886.83,347.63,325.02
12/24/2019,887.98,348.06,325.36
12/26/2019,889.6,348.69,325.96
12/27/2019,892.22,349.69,326.82
12/30/2019,892.05,349.59,326.67
12/31/2019,896.67,351.4,328.36
1/2/2020,884.27,346.55,323.82
1/3/2020,885.25,346.93,324.18
1/6/2020,887.44,347.79,324.98
1/7/2020,885.69,347.1,324.34
1/8/2020,885.67,347.09,324.33
1/9/2020,890.31,348.91,326.03
1/10/2020,892.46,349.76,326.82
1/13/2020,898.34,352.06,328.97
1/14/2020,900.83,353.03,329.88
1/15/2020,913.49,357.99,334.52
1/16/2020,919.02,360.16,336.55
1/17/2020,926.02,362.9,339.11
1/21/2020,933.79,365.95,341.95
1/22/2020,936.53,367.02,342.96
1/23/2020,945.15,370.4,346.11
1/24/2020,948.25,371.62,347.25
1/27/2020,945.39,370.5,346.2
1/28/2020,948.87,371.86,347.48
1/29/2020,951.74,372.98,348.53
1/30/2020,960.43,376.37,351.64
1/31/2020,956.35,374.75,350.08
2/3/2020,959.44,375.96,351.22
2/4/2020,949.59,372.1,347.61
2/5/2020,953.58,373.67,349.07
2/6/2020,953.74,373.68,348.98
2/7/2020,951.13,372.61,347.89
2/10/2020,954.39,373.88,349.06
2/11/2020,958.04,375.31,350.39
2/12/2020,958.4,375.43,350.46
2/13/2020,969.1,379.52,354.04
2/14/2020,976.03,382.15,356.33
2/18/2020,983.95,385.22,359.13
2/19/2020,973.7,381.15,355.2
2/20/2020,976.79,382.36,356.32
2/21/2020,975.07,381.68,355.67
2/24/2020,963.74,377.25,351.54
2/25/2020,942.89,369.08,343.93
2/26/2020,933.78,365.52,340.61
2/27/2020,891.45,348.77,324.63
2/28/2020,861.84,337.19,313.85
