date,tr,snp100
8/23/2013,1343.55,744.04
8/26/2013,1337.93,740.93
8/27/2013,1317.66,729.71
8/28/2013,1321.98,732.02
8/29/2013,1323.85,732.96
8/30/2013,1320.33,730.92
9/3/2013,1324.74,733.31
9/4/2013,1334.96,738.87
9/5/2013,1336.65,739.81
9/6/2013,1336.23,739.53
9/9/2013,1348.93,746.51
9/10/2013,1359.1,752.12
9/11/2013,1362.83,754.13
9/12/2013,1359.82,752.19
9/13/2013,1363.21,754.07
9/16/2013,1369.66,757.64
9/17/2013,1375.52,760.88
9/18/2013,1391.96,769.98
9/19/2013,1389.98,768.72
9/20/2013,1380.04,763.23
9/23/2013,1374.31,760.06
9/24/2013,1368.79,756.88
9/25/2013,1364.18,754.33
9/26/2013,1368.54,756.66
9/27/2013,1362.88,753.51
9/30/2013,1353.22,748.12
10/1/2013,1363.65,753.8
10/2/2013,1362.83,753.13
10/3/2013,1350.96,746.57
10/4/2013,1358.69,750.81
10/7/2013,1347.86,744.82
10/8/2013,1332.97,736.27
10/9/2013,1334.92,737.29
10/10/2013,1363.69,753.02
10/11/2013,1372.22,757.73
10/14/2013,1378.59,761.24
10/15/2013,1369.77,756.37
10/16/2013,1388.54,766.6
10/17/2013,1395.62,770.46
10/18/2013,1406.1,776.21
10/21/2013,1406.34,776.33
10/22/2013,1413.56,780.32
10/23/2013,1407.7,777.08
10/24/2013,1412.92,779.95
10/25/2013,1419.04,783.33
10/28/2013,1422.55,785.27
10/29/2013,1430.47,789.61
10/30/2013,1425.58,786.86
10/31/2013,1419.37,783.39
11/1/2013,1423.39,785.61
11/4/2013,1427.03,787.62
11/5/2013,1423.69,785.69
11/6/2013,1433.15,790.27
11/7/2013,1416.19,780.7
11/8/2013,1434.92,791.03
11/11/2013,1435.37,791.27
11/12/2013,1432.14,789.45
11/13/2013,1443.7,795.6
11/14/2013,1449.69,798.69
11/15/2013,1455.87,802.1
11/18/2013,1452.38,800.15
11/19/2013,1451.27,799.34
11/20/2013,1445.41,796.08
11/21/2013,1455.84,801.82
11/22/2013,1461.79,804.95
11/25/2013,1460.46,804.22
11/26/2013,1460.34,804.12
11/27/2013,1464.6,806.22
11/29/2013,1464.9,806.36
12/2/2013,1460,803.62
12/3/2013,1456.57,801.67
12/4/2013,1455.84,801.07
12/5/2013,1448.73,797.16
12/6/2013,1464.42,805.75
12/9/2013,1467.41,807.36
12/10/2013,1461.57,804.15
12/11/2013,1447.31,796.28
12/12/2013,1440.54,792.32
12/13/2013,1439.16,791.56
12/16/2013,1448.21,796.53
12/17/2013,1442.54,793.42
12/18/2013,1467.43,807.11
12/19/2013,1467.45,806.94
12/20/2013,1472.55,809.74
12/23/2013,1481.61,814.52
12/24/2013,1485.73,816.79
12/26/2013,1494.17,821.43
12/27/2013,1494.01,821.25
12/30/2013,1492.58,820.41
12/31/2013,1498.88,823.81
1/2/2014,1486.92,817.05
1/3/2014,1485.93,816.47
1/6/2014,1483.44,815.08
1/7/2014,1491.74,819.63
1/8/2014,1489.6,818.11
1/9/2014,1488.47,817.49
1/10/2014,1489.32,817.95
1/13/2014,1473.08,808.93
1/14/2014,1487.38,816.78
1/15/2014,1497.82,822.5
1/16/2014,1495.69,821.3
1/17/2014,1488.51,817.33
1/21/2014,1491.26,818.82
1/22/2014,1490.89,818.46
1/23/2014,1479.36,812.13
1/24/2014,1450.49,796.28
1/27/2014,1443.62,792.51
1/28/2014,1449.06,795.5
1/29/2014,1433.56,786.9
1/30/2014,1448.73,795.19
1/31/2014,1438.74,789.7
2/3/2014,1407.01,772.29
2/4/2014,1416.42,777.41
2/5/2014,1414.52,776.02
2/6/2014,1432.29,785.21
2/7/2014,1450.68,795.29
2/10/2014,1452.56,796.32
2/11/2014,1469.82,805.74
2/12/2014,1468.96,804.82
2/13/2014,1475.64,808.39
2/14/2014,1483.39,812.57
2/18/2014,1482.26,811.78
2/19/2014,1471.49,805.88
2/20/2014,1479.2,809.88
2/21/2014,1474.81,807.33
2/24/2014,1483.97,812.34
2/25/2014,1481.19,810.8
2/26/2014,1481.72,811.01
2/27/2014,1490.43,815.66
2/28/2014,1495.14,818.24
3/3/2014,1483.39,811.75
3/4/2014,1506.04,824.14
3/5/2014,1507.12,824.63
3/6/2014,1509.95,826.14
3/7/2014,1511.13,826.7
3/10/2014,1511.95,827.1
3/11/2014,1504.21,822.81
3/12/2014,1504.71,822.88
3/13/2014,1487.58,813.41
3/14/2014,1481.32,809.95
3/17/2014,1496.64,818.33
3/18/2014,1508.22,824.66
3/19/2014,1499.7,820
3/20/2014,1509.81,825.53
3/21/2014,1506.45,823.69
3/24/2014,1502.17,821.35
3/25/2014,1511.13,826.14
3/26/2014,1501.26,820.74
3/27/2014,1499.03,819.43
3/28/2014,1504.48,822.4
3/31/2014,1515.28,828.23
4/1/2014,1524.41,833.14
4/2/2014,1528.36,835.08
4/3/2014,1527.43,834.57
4/4/2014,1509.19,824.58
4/7/2014,1495.89,817.3
4/8/2014,1501.01,819.73
4/9/2014,1517.34,828.58
4/10/2014,1486.62,811.81
4/11/2014,1474.16,804.9
4/14/2014,1486.06,811.4
4/15/2014,1496.04,816.85
4/16/2014,1510.4,824.65
4/17/2014,1512.39,825.68
4/21/2014,1518.76,829.15
4/22/2014,1523.61,831.79
4/23/2014,1519.81,829.56
4/24/2014,1523.55,831.6
4/25/2014,1512.48,825.56
4/28/2014,1521.16,830.26
4/29/2014,1528.59,834.32
4/30/2014,1531.92,836.08
5/1/2014,1530.76,835.41
5/2/2014,1527.91,833.86
5/5/2014,1530.45,835.15
5/6/2014,1515.64,827.06
5/7/2014,1525.59,832
5/8/2014,1525.3,831.59
5/9/2014,1528.25,832.96
5/12/2014,1541.11,839.97
5/13/2014,1543.62,841.06
5/14/2014,1537.05,837.33
5/15/2014,1522.82,829.38
5/16/2014,1528.23,832.32
5/19/2014,1534.41,835.65
5/20/2014,1525.71,830.88
5/21/2014,1539.04,838.01
5/22/2014,1541.9,839.41
5/23/2014,1547.74,842.59
5/27/2014,1556.56,847.38
5/28/2014,1554.7,846.35
5/29/2014,1563.25,850.89
5/30/2014,1566.54,852.69
6/2/2014,1566.19,852.38
6/3/2014,1565.33,851.86
6/4/2014,1567.81,853.11
6/5/2014,1578.39,858.86
6/6/2014,1584.9,862.32
6/9/2014,1587.38,863.63
6/10/2014,1589.28,864.67
6/11/2014,1583.11,861.29
6/12/2014,1571.2,854.47
6/13/2014,1576.2,857.19
6/16/2014,1576.18,857.18
6/17/2014,1577.9,858.11
6/18/2014,1589.87,864.62
6/19/2014,1591.61,865.39
6/20/2014,1593.02,866.15
6/23/2014,1594.01,866.69
6/24/2014,1583.58,860.9
6/25/2014,1592.91,865.96
6/26/2014,1591.07,864.88
6/27/2014,1594.17,866.54
6/30/2014,1592.32,865.47
7/1/2014,1603.67,871.41
7/2/2014,1607.28,873.29
7/3/2014,1616.2,878.14
7/7/2014,1612.09,875.87
7/8/2014,1600.91,869.43
7/9/2014,1608.69,873.62
7/10/2014,1602.61,870.31
7/11/2014,1605.73,871.9
7/14/2014,1615.1,876.99
7/15/2014,1612.83,875.76
7/16/2014,1621.77,880.45
7/17/2014,1604.05,870.69
7/18/2014,1620.28,879.49
7/21/2014,1617.12,877.76
7/22/2014,1625.65,882.39
7/23/2014,1629.52,884.49
7/24/2014,1629.55,884.51
7/25/2014,1621.05,879.88
7/28/2014,1621.64,880.2
7/29/2014,1615.05,876.58
7/30/2014,1615.76,876.78
7/31/2014,1582.77,858.84
8/1/2014,1576.53,855.45
8/4/2014,1588.56,861.98
8/5/2014,1572.73,853.28
8/6/2014,1573.85,853.54
8/7/2014,1566.12,849.1
8/8/2014,1582.31,857.89
8/11/2014,1587.02,860.2
8/12/2014,1585.43,859.3
8/13/2014,1597.11,865.42
8/14/2014,1603.31,868.74
8/15/2014,1602.75,868.27
8/18/2014,1616.46,875.67
8/19/2014,1624.34,879.72
8/20/2014,1627.32,881.29
8/21/2014,1633.82,884.81
8/22/2014,1630.37,882.79
8/25/2014,1638.47,887.17
8/26/2014,1640.75,888.41
8/27/2014,1641.49,888.72
8/28/2014,1637.79,886.61
8/29/2014,1642.55,889.08
9/2/2014,1641.55,888.48
9/3/2014,1640,887.5
9/4/2014,1637.56,886.18
9/5/2014,1645.51,890.48
9/8/2014,1640.67,887.73
9/9/2014,1630.74,882.34
9/10/2014,1638.91,886.71
9/11/2014,1640.51,887.29
9/12/2014,1632.71,883.07
9/15/2014,1633.33,883.41
9/16/2014,1645.43,889.95
9/17/2014,1648.6,891.67
9/18/2014,1657.82,896.48
9/19/2014,1658.95,897.09
9/22/2014,1647.87,891.09
9/23/2014,1639.24,886.3
9/24/2014,1651.13,892.73
9/25/2014,1622.89,877.46
9/26/2014,1637.46,885.25
9/29/2014,1632.28,882.37
9/30/2014,1630.35,881.25
10/1/2014,1608.52,869.36
10/2/2014,1608.2,869.07
10/3/2014,1626.16,878.77
10/6/2014,1624.96,878.09
10/7/2014,1600.23,864.72
10/8/2014,1629.07,879.89
10/9/2014,1597.15,862.58
10/10/2014,1580.28,853.36
10/13/2014,1556.53,840.53
10/14/2014,1555.62,840.04
10/15/2014,1540.21,831.64
10/16/2014,1536.72,829.72
10/17/2014,1557.49,840.94
10/20/2014,1570.02,847.67
10/21/2014,1598.01,862.76
10/22/2014,1588.12,857.28
10/23/2014,1607.23,867.6
10/24/2014,1617.88,873.33
10/27/2014,1615.86,872.24
10/28/2014,1634.18,882.13
10/29/2014,1632.55,881.17
10/30/2014,1641.69,886.06
10/31/2014,1659.72,895.79
11/3/2014,1658.57,895.17
11/4/2014,1655.83,893.69
11/5/2014,1664.6,897.99
11/6/2014,1670.68,900.95
11/7/2014,1672.29,901.57
11/10/2014,1677.54,904.35
11/11/2014,1679.07,905.17
11/12/2014,1678.7,904.75
11/13/2014,1681.89,906.4
11/14/2014,1682.98,906.83
11/17/2014,1682.56,906.58
11/18/2014,1689.42,910.04
11/19/2014,1687.2,908.8
11/20/2014,1690.29,910.46
11/21/2014,1698.6,914.78
11/24/2014,1702.23,916.73
11/25/2014,1699.52,915.24
11/26/2014,1705.82,918.38
11/28/2014,1701.96,916.24
12/1/2014,1691.81,910.74
12/2/2014,1702.78,916.58
12/3/2014,1707.06,918.62
12/4/2014,1705.44,917.75
12/5/2014,1709,919.66
12/8/2014,1696.8,912.98
12/9/2014,1694.54,911.77
12/10/2014,1668.26,897.62
12/11/2014,1675.39,901.19
12/12/2014,1646.94,885.88
12/15/2014,1635.37,879.66
12/16/2014,1620.53,871.68
12/17/2014,1652.13,888.67
12/18/2014,1694.93,911.51
12/19/2014,1701.85,915.23
12/22/2014,1708.44,918.57
12/23/2014,1711.04,919.96
12/24/2014,1709.93,919.37
12/26/2014,1715.72,922.48
12/29/2014,1715.35,922.19
12/30/2014,1707.96,918.12
12/31/2014,1689.83,908.38
1/2/2015,1688.57,907.5
1/5/2015,1658.13,891.04
1/6/2015,1644.95,883.96
1/7/2015,1663.68,893.6
1/8/2015,1693.99,909.87
1/9/2015,1679.57,902.13
1/12/2015,1666.75,895.24
1/13/2015,1662.66,892.93
1/14/2015,1652.32,887.36
1/15/2015,1635.57,878.33
1/16/2015,1656.97,889.8
1/20/2015,1660.4,891.61
1/21/2015,1666.1,894.5
1/22/2015,1692.89,908.88
1/23/2015,1682.19,903.14
1/26/2015,1684.74,904.51
1/27/2015,1655.84,888.99
1/28/2015,1634.52,877.46
1/29/2015,1651.1,886.36
1/30/2015,1631.47,875.8
2/2/2015,1654.78,888.31
2/3/2015,1678.3,900.92
2/4/2015,1672,897.12
2/5/2015,1689.03,906.02
2/6/2015,1685.96,904.06
2/9/2015,1679.81,900.71
2/10/2015,1696.72,909.73
2/11/2015,1699.68,910.98
2/12/2015,1716.44,919.69
2/13/2015,1723.52,923.43
2/17/2015,1726.79,924.98
2/18/2015,1723.42,923.17
2/19/2015,1720.42,921.34
2/20/2015,1730.59,926.63
2/23/2015,1730.41,926.53
2/24/2015,1737.35,930.21
2/25/2015,1736,929.43
2/26/2015,1734.99,928.74
2/27/2015,1728.89,925.47
3/2/2015,1740.74,931.75
3/3/2015,1733.14,927.68
3/4/2015,1726.75,924.14
3/5/2015,1726.91,924.22
3/6/2015,1704.16,912
3/9/2015,1711.61,915.87
3/10/2015,1680.73,899.27
3/11/2015,1675.63,896.43
3/12/2015,1695.94,907
3/13/2015,1685.63,901.49
3/16/2015,1707.06,912.95
3/17/2015,1700.76,909.58
3/18/2015,1720.14,919.94
3/19/2015,1710.55,914.82
3/20/2015,1724.91,922.49
3/23/2015,1722.81,921.37
3/24/2015,1712.5,915.73
3/25/2015,1685.9,901.51
3/26/2015,1682.08,899.43
3/27/2015,1683.65,900.19
3/30/2015,1704.31,911.15
3/31/2015,1687.41,901.99
4/1/2015,1680.59,898.17
4/2/2015,1686.13,901.1
4/6/2015,1697.2,907.01
4/7/2015,1695.81,906.26
4/8/2015,1699.12,907.58
4/9/2015,1708.56,912.62
4/10/2015,1719.87,918.67
4/13/2015,1712.65,914.72
4/14/2015,1715.47,916.22
4/15/2015,1725.15,921.39
4/16/2015,1723.98,920.73
4/17/2015,1703.64,909.87
4/20/2015,1721.03,919.14
4/21/2015,1717.16,917.05
4/22/2015,1728.09,922.85
4/23/2015,1731.58,924.58
4/24/2015,1738.99,928.53
4/27/2015,1733.49,925.6
4/28/2015,1739.82,928.86
4/29/2015,1734.92,926.18
4/30/2015,1716.41,916.29
5/1/2015,1734.78,926.09
5/4/2015,1739.99,928.88
5/5/2015,1720.83,918.54
5/6/2015,1712.59,913.65
5/7/2015,1719.76,917.17
5/8/2015,1745.12,930.69
5/11/2015,1735.48,925.3
5/12/2015,1730.18,922.43
5/13/2015,1730.48,922.41
5/14/2015,1750.35,932.89
5/15/2015,1751.09,933.12
5/18/2015,1755.05,935.2
5/19/2015,1755.85,935.37
5/20/2015,1754.31,934.43
5/21/2015,1759.08,936.8
5/22/2015,1753.98,934.08
5/26/2015,1736.07,924.55
5/27/2015,1752.79,933.38
5/28/2015,1751.46,932.52
5/29/2015,1739.43,926.11
6/1/2015,1743.5,928.16
6/2/2015,1741.78,927.17
6/3/2015,1747.55,930.12
6/4/2015,1732.58,922.16
6/5/2015,1728.35,919.9
6/8/2015,1718.22,914.39
6/9/2015,1719.82,915.23
6/10/2015,1741.75,926.9
6/11/2015,1745.32,928.47
6/12/2015,1732.28,921.48
6/15/2015,1723.57,916.85
6/16/2015,1733.7,922.23
6/17/2015,1736.93,923.95
6/18/2015,1754.6,933.16
6/19/2015,1744.19,927.63
6/22/2015,1755.11,933.43
6/23/2015,1758.22,934.97
6/24/2015,1745.53,928.22
6/25/2015,1739.92,925.19
6/26/2015,1739.73,925
6/29/2015,1704.47,906.17
6/30/2015,1708.52,908.26
7/1/2015,1720.25,914.15
7/2/2015,1719.54,913.77
7/6/2015,1713.97,910.78
7/7/2015,1722.99,915.56
7/8/2015,1695.92,900.8
7/9/2015,1699.52,902.71
7/10/2015,1721.34,914.3
7/13/2015,1742.16,925.26
7/14/2015,1750.96,929.94
7/15/2015,1752.55,930.78
7/16/2015,1768.03,938.97
7/17/2015,1776.13,943.27
7/20/2015,1780.58,945.61
7/21/2015,1772.2,941.1
7/22/2015,1765.05,937.16
7/23/2015,1754.07,931.26
7/24/2015,1735.14,921.21
7/27/2015,1726.56,916.65
7/28/2015,1747.95,928.01
7/29/2015,1761,934.78
7/30/2015,1760.85,934.67
7/31/2015,1754.19,931.13
8/3/2015,1749.41,928.59
8/4/2015,1743.09,925.22
8/5/2015,1747.9,927.25
8/6/2015,1733.89,919.47
8/7/2015,1727.96,916.32
8/10/2015,1748.98,927.47
8/11/2015,1730.93,917.65
8/12/2015,1733.76,918.97
8/13/2015,1731.06,917.37
8/14/2015,1737.43,920.75
8/17/2015,1745.82,924.98
8/18/2015,1741.09,922.24
8/19/2015,1726.54,914.48
8/20/2015,1690.14,895.2
8/21/2015,1633,864.77
8/24/2015,1568.82,830.79
8/25/2015,1547.66,819.58
8/26/2015,1613.97,854.69
8/27/2015,1653.16,875.38
8/28/2015,1653.77,875.58
8/31/2015,1640.1,868.22
9/1/2015,1590.26,841.77
9/2/2015,1622.47,858.7
9/3/2015,1621.87,858.37
9/4/2015,1596.3,844.77
9/8/2015,1636.57,866.03
9/9/2015,1612.78,853.41
9/10/2015,1623.76,859.15
9/11/2015,1631.62,863.01
9/14/2015,1625.55,859.75
9/15/2015,1647.83,871.53
9/16/2015,1660.94,878.47
9/17/2015,1655.71,875.52
9/18/2015,1628.95,861.37
9/21/2015,1637.28,865.77
9/22/2015,1619.26,856.24
9/23/2015,1616.63,854.81
9/24/2015,1611.97,852.34
9/25/2015,1611.13,851.9
9/28/2015,1573.24,831.65
9/29/2015,1574.98,832.55
9/30/2015,1604.8,848.26
10/1/2015,1608.91,850.35
10/2/2015,1631.71,862.27
10/5/2015,1661.13,877.75
10/6/2015,1657.89,876.03
10/7/2015,1671.89,882.95
10/8/2015,1684.82,889.78
10/9/2015,1686.92,890.85
10/12/2015,1688.93,891.91
10/13/2015,1679.59,886.88
10/14/2015,1670.93,882.25
10/15/2015,1698.09,896.52
10/16/2015,1707.02,901.24
10/19/2015,1708.25,901.87
10/20/2015,1704.08,899.63
10/21/2015,1696.71,895.57
10/22/2015,1727.28,911.67
10/23/2015,1753.89,925.72
10/26/2015,1751.1,924.24
10/27/2015,1747.97,922.59
10/28/2015,1768.96,933.57
10/29/2015,1768.23,933.09
10/30/2015,1756.2,926.74
11/2/2015,1776.98,937.7
11/3/2015,1783.57,941.18
11/4/2015,1778.41,938
11/5/2015,1776.13,936.54
11/6/2015,1778.26,937.57
11/9/2015,1761.09,928.25
11/10/2015,1763.04,929.09
11/11/2015,1759.01,926.96
11/12/2015,1735.34,914.3
11/13/2015,1713.98,903.04
11/16/2015,1739.89,916.5
11/17/2015,1738.39,915.45
11/18/2015,1767.82,930.9
11/19/2015,1766.07,929.98
11/20/2015,1772.11,932.99
11/23/2015,1768.41,931.04
11/24/2015,1770.11,931.93
11/25/2015,1769.14,931.35
11/27/2015,1769.98,931.53
11/30/2015,1760.45,926.44
12/1/2015,1780.11,936.69
12/2/2015,1762.15,927.02
12/3/2015,1737.59,914.07
12/4/2015,1775.03,933.77
12/7/2015,1763.66,927.76
12/8/2015,1751.24,921.18
12/9/2015,1738.33,914.38
12/10/2015,1743.18,916.84
12/11/2015,1708.5,898.49
12/14/2015,1719.9,904.43
12/15/2015,1738.26,914.09
12/16/2015,1764.36,927.77
12/17/2015,1738.06,913.77
12/18/2015,1704.35,896.05
12/21/2015,1717.76,902.97
12/22/2015,1732.23,910.44
12/23/2015,1751.84,920.75
12/24/2015,1748.2,918.84
12/28/2015,1745,917.15
12/29/2015,1764.68,927.4
12/30/2015,1752.18,920.77
12/31/2015,1734.42,911.43
1/4/2016,1706.7,896.54
1/5/2016,1708.83,897.66
1/6/2016,1689.01,886.78
1/7/2016,1646.54,864.48
1/8/2016,1629.59,855.58
1/11/2016,1634.34,858.07
1/12/2016,1647.93,865.21
1/13/2016,1607.92,844.08
1/14/2016,1637.82,859.77
1/15/2016,1600.04,839.89
1/19/2016,1601.25,840.52
1/20/2016,1581.14,829.78
1/21/2016,1589.88,834.34
1/22/2016,1622.27,851.34
1/25/2016,1598.22,838.72
1/26/2016,1619.78,850.03
1/27/2016,1600.49,839.84
1/28/2016,1615.85,847.84
1/29/2016,1654.94,868.34
2/1/2016,1651.68,866.62
2/2/2016,1622.11,851.09
2/3/2016,1629.64,854.6
2/4/2016,1630.67,854.91
2/5/2016,1601.8,839.77
2/8/2016,1587.47,832.17
2/9/2016,1585.66,830.97
2/10/2016,1583.59,829.61
2/11/2016,1566.68,820.61
2/12/2016,1596.01,835.89
2/16/2016,1620.68,848.39
2/17/2016,1646.33,861.75
2/18/2016,1637.63,857.16
2/19/2016,1638.13,857.25
2/22/2016,1660.14,868.77
2/23/2016,1637.91,857.1
2/24/2016,1643.73,860.15
2/25/2016,1662.28,869.61
2/26/2016,1657.38,866.94
2/29/2016,1643.22,859.44
3/1/2016,1684.45,881.01
3/2/2016,1690.76,884.18
3/3/2016,1693.79,885.73
3/4/2016,1697.87,887.86
3/7/2016,1697.38,887.58
3/8/2016,1682.62,879.75
3/9/2016,1690.82,883.89
3/10/2016,1690.08,883.47
3/11/2016,1715.7,896.55
3/14/2016,1713.62,895.41
3/15/2016,1713.76,895.49
3/16/2016,1720.66,899.09
3/17/2016,1731.37,904.69
3/18/2016,1737.47,907.88
3/21/2016,1741,909.72
3/22/2016,1739.77,908.9
3/23/2016,1730.3,903.95
3/24/2016,1730.51,904.06
3/28/2016,1730.14,903.87
3/29/2016,1744.39,911.22
3/30/2016,1753.2,915.75
3/31/2016,1747.79,912.93
4/1/2016,1760.06,919.33
4/4/2016,1756.41,917.12
4/5/2016,1740.08,908.59
4/6/2016,1759.44,918.21
4/7/2016,1738.39,907.23
4/8/2016,1741.85,909.03
4/11/2016,1737.13,906.57
4/12/2016,1754.32,915.5
4/13/2016,1771.46,924.29
4/14/2016,1774.26,925.6
4/15/2016,1771.13,923.97
4/18/2016,1782.99,930.14
4/19/2016,1789.75,933.66
4/20/2016,1791.57,934.55
4/21/2016,1784.91,931.04
4/22/2016,1779.76,928.35
4/25/2016,1778.08,927.48
4/26/2016,1777.09,926.96
4/27/2016,1776.59,926.62
4/28/2016,1761.81,918.85
4/29/2016,1754.51,915.02
5/2/2016,1768.55,922.35
5/3/2016,1754.5,915
5/4/2016,1744.31,909.44
5/5/2016,1743.64,908.8
5/6/2016,1750.16,912.1
5/9/2016,1750.99,912.54
5/10/2016,1773.76,924.4
5/11/2016,1758.15,915.62
5/12/2016,1759,915.96
5/13/2016,1743.53,907.81
5/16/2016,1759.94,916.3
5/17/2016,1742.56,906.82
5/18/2016,1744.68,907.76
5/19/2016,1737.92,904.24
5/20/2016,1747.7,909.15
5/23/2016,1743.55,906.99
5/24/2016,1767,919.19
5/25/2016,1780.66,926.3
5/26/2016,1780.58,926.16
5/27/2016,1787.33,929.49
5/31/2016,1783.94,927.65
6/1/2016,1785.08,928.1
6/2/2016,1788.82,929.94
6/3/2016,1784.06,927.46
6/6/2016,1792.6,931.9
6/7/2016,1793.22,932.23
6/8/2016,1799.24,935.27
6/9/2016,1796.05,933.58
6/10/2016,1782.9,926.75
6/13/2016,1769.46,919.45
6/14/2016,1767.66,918.46
6/15/2016,1762.49,915.73
6/16/2016,1770.15,919.54
6/17/2016,1761.32,914.95
6/20/2016,1769.64,919.27
6/21/2016,1775.23,922.05
6/22/2016,1772.88,920.82
6/23/2016,1795.5,932.58
6/24/2016,1733.77,900.51
6/27/2016,1708.48,887.38
6/28/2016,1737.51,902.36
6/29/2016,1765.55,916.82
6/30/2016,1787.34,928.13
7/1/2016,1790.81,929.68
7/5/2016,1781.43,924.71
7/6/2016,1792.29,929.84
7/7/2016,1791.5,929.34
7/8/2016,1816.37,942.25
7/11/2016,1822.91,945.64
7/12/2016,1833.23,950.99
7/13/2016,1833.49,951.02
7/14/2016,1844.31,956.63
7/15/2016,1842.94,955.92
7/18/2016,1848.44,958.71
7/19/2016,1847.96,958.42
7/20/2016,1856.02,962.44
7/21/2016,1849.59,959.08
7/22/2016,1855.79,962.29
7/25/2016,1849.78,959.17
7/26/2016,1845.86,957.09
7/27/2016,1848.8,958.59
7/28/2016,1850.91,959.6
7/29/2016,1855.09,961.75
8/1/2016,1855.16,961.79
8/2/2016,1846.21,957.12
8/3/2016,1850.24,958.83
8/4/2016,1851.05,958.94
8/5/2016,1866.46,966.92
8/8/2016,1864.83,965.98
8/9/2016,1866.66,966.93
8/10/2016,1861.45,963.78
8/11/2016,1869.2,967.66
8/12/2016,1867.07,966.51
8/15/2016,1871.79,968.82
8/16/2016,1864,964.56
8/17/2016,1868.39,966.49
8/18/2016,1869.53,967.08
8/19/2016,1865.46,964.8
8/22/2016,1864.21,964.15
8/23/2016,1866.6,965.39
8/24/2016,1859.01,961.46
8/25/2016,1855.82,959.81
8/26/2016,1854.42,959.06
8/29/2016,1863.37,963.55
8/30/2016,1860.32,961.78
8/31/2016,1857.36,960.08
9/1/2016,1857.71,960.24
9/2/2016,1864.46,963.67
9/6/2016,1870.61,966.84
9/7/2016,1869.48,966.12
9/8/2016,1866.06,964.34
9/9/2016,1824.02,942.62
9/12/2016,1850.35,956.2
9/13/2016,1826.08,943.33
9/14/2016,1826.1,943.29
9/15/2016,1844.46,952.6
9/16/2016,1837.1,948.8
9/19/2016,1834.29,947.35
9/20/2016,1837.05,948.77
9/21/2016,1853.46,957.25
9/22/2016,1865,963.2
9/23/2016,1854.82,957.95
9/26/2016,1837.29,948.76
9/27/2016,1850.72,955.65
9/28/2016,1859.46,960.06
9/29/2016,1841.76,950.92
9/30/2016,1856.8,958.68
10/3/2016,1852.27,956.16
10/4/2016,1845.41,952.48
10/5/2016,1854.38,956.56
10/6/2016,1854.91,956.83
10/7/2016,1851.6,955.09
10/10/2016,1859.21,959.02
10/11/2016,1839.88,949.04
10/12/2016,1841.2,949.62
10/13/2016,1835.05,946.42
10/14/2016,1835.96,946.89
10/17/2016,1830.99,944.3
10/18/2016,1840.3,949.1
10/19/2016,1842.46,950.01
10/20/2016,1840.92,949.12
10/21/2016,1841.97,949.66
10/24/2016,1851.76,954.7
10/25/2016,1848.16,952.8
10/26/2016,1845.07,951.21
10/27/2016,1842.75,949.99
10/28/2016,1833.76,945.32
10/31/2016,1830.94,943.87
11/1/2016,1820.27,938.36
11/2/2016,1807.62,931.69
11/3/2016,1798.71,926.63
11/4/2016,1793.29,923.84
11/7/2016,1833.1,944.35
11/8/2016,1840.37,947.52
11/9/2016,1863.69,959.46
11/10/2016,1865.69,960.4
11/11/2016,1862.35,958.68
11/14/2016,1856.11,955.34
11/15/2016,1870.18,962.28
11/16/2016,1869.18,961.39
11/17/2016,1877.49,965.62
11/18/2016,1872.99,963.13
11/21/2016,1886.71,970.18
11/22/2016,1889.1,971.38
11/23/2016,1888.55,971.09
11/25/2016,1896.63,975.25
11/28/2016,1888.11,970.73
11/29/2016,1891.14,971.99
11/30/2016,1885.45,968.84
12/1/2016,1881.16,966.61
12/2/2016,1880.52,966.28
12/5/2016,1890.3,971.19
12/6/2016,1896.34,974.27
12/7/2016,1920.56,986.6
12/8/2016,1923.66,988.08
12/9/2016,1939.13,996.02
12/12/2016,1940.2,996.57
12/13/2016,1955.72,1004.39
12/14/2016,1942.8,997.75
12/15/2016,1950.68,1001.8
12/16/2016,1946.96,999.89
12/19/2016,1951.73,1002.33
12/20/2016,1959.27,1005.98
12/21/2016,1954.15,1003.3
12/22/2016,1951.77,1001.91
12/23/2016,1953.03,1002.52
12/27/2016,1955.87,1003.97
12/28/2016,1942.63,997.11
12/29/2016,1941.03,996.29
12/30/2016,1931.71,991.43
1/3/2017,1949.65,1000.6
1/4/2017,1956.68,1003.87
1/5/2017,1957.23,1004.14
1/6/2017,1965.89,1008.15
1/9/2017,1961.03,1005.65
1/10/2017,1958.77,1004.49
1/11/2017,1963.76,1006.93
1/12/2017,1959.96,1004.98
1/13/2017,1963.1,1006.59
1/17/2017,1956.43,1003.17
1/18/2017,1958.24,1003.85
1/19/2017,1950.99,1000.11
1/20/2017,1956.8,1003.04
1/23/2017,1951.9,1000.5
1/24/2017,1960.65,1004.99
1/25/2017,1976.75,1013.24
1/26/2017,1976.5,1013.12
1/27/2017,1976.31,1012.93
1/30/2017,1964.65,1006.94
1/31/2017,1959.81,1004.46
2/1/2017,1964.03,1006.33
2/2/2017,1963.84,1006.15
2/3/2017,1978.75,1013.69
2/6/2017,1975.64,1012.1
2/7/2017,1977.27,1012.9
2/8/2017,1977.26,1012.46
2/9/2017,1987.68,1017.54
2/10/2017,1993.94,1020.67
