date,tr,net_tr,snp500
3/10/2016,3737.74,3387.97,1989.57
3/11/2016,3800.07,3444.19,2022.19
3/14/2016,3795.53,3440,2019.64
3/15/2016,3788.62,3433.72,2015.93
3/16/2016,3810.09,3453.11,2027.22
3/17/2016,3835.26,3475.92,2040.59
3/18/2016,3852.15,3491.22,2049.58
3/21/2016,3855.97,3494.68,2051.6
3/22/2016,3853.18,3491.99,2049.8
3/23/2016,3828.58,3469.7,2036.71
3/24/2016,3827.14,3468.38,2035.94
3/28/2016,3829.26,3470.3,2037.05
3/29/2016,3863.8,3501.4,2055.01
3/30/2016,3881.01,3516.88,2063.95
3/31/2016,3873.11,3509.72,2059.74
4/1/2016,3897.66,3531.95,2072.78
4/4/2016,3886,3521.16,2066.13
4/5/2016,3846.59,3485.44,2045.17
4/6/2016,3888.41,3522.96,2066.66
4/7/2016,3841.98,3480.85,2041.91
4/8/2016,3852.72,3490.58,2047.6
4/11/2016,3842.17,3481.01,2041.99
4/12/2016,3879.42,3514.73,2061.72
4/13/2016,3918.95,3550.39,2082.42
4/14/2016,3920.03,3551.25,2082.78
4/15/2016,3916.17,3547.76,2080.73
4/18/2016,3941.86,3571.01,2094.34
4/19/2016,3954.01,3582.02,2100.8
4/20/2016,3957.25,3584.89,2102.4
4/21/2016,3936.8,3566.34,2091.48
4/22/2016,3937,3566.52,2091.58
4/25/2016,3929.88,3560.06,2087.79
4/26/2016,3937.23,3566.72,2091.7
4/27/2016,3944.02,3572.8,2095.15
4/28/2016,3907.88,3539.99,2075.81
4/29/2016,3888.13,3522.08,2065.3
5/2/2016,3918.53,3549.61,2081.43
5/3/2016,3884.63,3518.87,2063.37
5/4/2016,3862.4,3498.51,2051.12
5/5/2016,3862.4,3498.26,2050.63
5/6/2016,3875.18,3509.7,2057.14
5/9/2016,3878.14,3512.37,2058.69
5/10/2016,3926.63,3556.26,2084.39
5/11/2016,3891.13,3523.56,2064.46
5/12/2016,3890.85,3523.2,2064.11
5/13/2016,3858.17,3493.52,2046.61
5/16/2016,3896.36,3527.99,2066.66
5/17/2016,3860.88,3495.55,2047.21
5/18/2016,3862.25,3496.63,2047.63
5/19/2016,3847.97,3483.7,2040.04
5/20/2016,3871.75,3505.05,2052.32
5/23/2016,3863.82,3497.84,2048.04
5/24/2016,3916.77,3545.74,2076.06
5/25/2016,3944.33,3570.63,2090.54
5/26/2016,3944.05,3570.23,2090.1
5/27/2016,3961.67,3585.98,2099.06
5/31/2016,3957.95,3582.55,2096.96
6/1/2016,3963.1,3587.03,2099.33
6/2/2016,3974.76,3597.46,2105.26
6/3/2016,3963.23,3587.01,2099.13
6/6/2016,3982.74,3604.64,2109.41
6/7/2016,3987.96,3609.34,2112.13
6/8/2016,4001.98,3621.81,2119.12
6/9/2016,3995.28,3615.7,2115.48
6/10/2016,3958.68,3582.56,2096.07
6/13/2016,3927.73,3554.23,2079.06
6/14/2016,3920.93,3548,2075.32
6/15/2016,3914.02,3541.67,2071.5
6/16/2016,3926.93,3553.18,2077.99
6/17/2016,3914.15,3541.61,2071.22
6/20/2016,3936.91,3562.19,2083.25
6/21/2016,3947.94,3572.08,2088.9
6/22/2016,3941.45,3566.2,2085.45
6/23/2016,3994.18,3613.89,2113.32
6/24/2016,3850.7,3484.07,2037.41
6/27/2016,3781.02,3421.02,2000.54
6/28/2016,3849.05,3482.35,2036.09
6/29/2016,3915.1,3541.98,2070.77
6/30/2016,3968.21,3590.02,2098.86
7/1/2016,3976.68,3597.49,2102.95
7/5/2016,3949.72,3573.02,2088.55
7/6/2016,3972.26,3593.04,2099.73
7/7/2016,3969.19,3590.15,2097.9
7/8/2016,4029.75,3644.92,2129.9
7/11/2016,4043.49,3657.35,2137.16
7/12/2016,4071.85,3683,2152.14
7/13/2016,4072.77,3683.73,2152.43
7/14/2016,4094.28,3703.16,2163.75
7/15/2016,4090.49,3699.73,2161.74
7/18/2016,4100.4,3708.65,2166.89
7/19/2016,4094.61,3703.39,2163.78
7/20/2016,4112.61,3719.52,2173.02
7/21/2016,4097.82,3706.13,2165.17
7/22/2016,4116.5,3723.02,2175.03
7/25/2016,4104.13,3711.82,2168.48
7/26/2016,4105.57,3713.1,2169.18
7/27/2016,4100.81,3708.75,2166.58
7/28/2016,4107.75,3714.93,2170.06
7/29/2016,4114.51,3721.03,2173.6
8/1/2016,4109.28,3716.3,2170.84
8/2/2016,4083.25,3692.73,2157.03
8/3/2016,4097.3,3705.1,2163.79
8/4/2016,4099.21,3706.54,2164.25
8/5/2016,4134.56,3738.48,2182.87
8/8/2016,4131.19,3735.33,2180.89
8/9/2016,4132.96,3736.88,2181.74
8/10/2016,4122.65,3727.15,2175.49
8/11/2016,4142.72,3745.15,2185.79
8/12/2016,4139.63,3742.3,2184.05
8/15/2016,4151.69,3753.06,2190.15
8/16/2016,4129.68,3732.96,2178.15
8/17/2016,4138.42,3740.59,2182.22
8/18/2016,4147.64,3748.89,2187.02
8/19/2016,4142.23,3743.84,2183.87
8/22/2016,4139.97,3741.79,2182.64
8/23/2016,4148.16,3749.16,2186.9
8/24/2016,4126.65,3729.65,2175.44
8/25/2016,4121.09,3724.61,2172.47
8/26/2016,4114.68,3718.79,2169.04
8/29/2016,4136.75,3738.58,2180.38
8/30/2016,4129.34,3731.71,2176.12
8/31/2016,4120.29,3723.32,2170.95
9/1/2016,4120.17,3723.2,2170.86
9/2/2016,4137.7,3738.98,2179.98
9/6/2016,4150.11,3750.17,2186.48
9/7/2016,4150.51,3750.26,2186.16
9/8/2016,4141.46,3742.04,2181.3
9/9/2016,4039.95,3650.31,2127.81
9/12/2016,4099.47,3704.03,2159.04
9/13/2016,4039.92,3649.88,2127.02
9/14/2016,4037.83,3647.91,2125.77
9/15/2016,4079.32,3685.22,2147.26
9/16/2016,4063.97,3671.34,2139.16
9/19/2016,4063.94,3671.3,2139.12
9/20/2016,4065.2,3672.43,2139.76
9/21/2016,4109.63,3712.55,2163.12
9/22/2016,4136.41,3736.73,2177.18
9/23/2016,4112.69,3715.29,2164.69
9/26/2016,4077.71,3683.6,2146.1
9/27/2016,4104.18,3707.46,2159.93
9/28/2016,4126.83,3727.67,2171.37
9/29/2016,4088.47,3692.99,2151.13
9/30/2016,4121.06,3722.43,2168.27
10/3/2016,4108.13,3710.61,2161.2
10/4/2016,4088.17,3692.47,2150.49
10/5/2016,4107.4,3709.39,2159.73
10/6/2016,4109.49,3711.25,2160.77
10/7/2016,4096.25,3699.26,2153.74
10/10/2016,4115.12,3716.3,2163.66
10/11/2016,4063.92,3670.05,2136.73
10/12/2016,4068.92,3674.48,2139.18
10/13/2016,4056.45,3663.18,2132.55
10/14/2016,4057.28,3663.92,2132.98
10/17/2016,4045.07,3652.87,2126.5
10/18/2016,4069.99,3675.37,2139.6
10/19/2016,4079.5,3683.8,2144.29
10/20/2016,4074.18,3678.92,2141.34
10/21/2016,4073.85,3678.62,2141.16
10/24/2016,4093.22,3696.11,2151.33
10/25/2016,4077.8,3682.15,2143.16
10/26/2016,4070.76,3675.77,2139.43
10/27/2016,4058.75,3664.88,2133.04
10/28/2016,4046.36,3653.64,2126.41
10/31/2016,4045.89,3653.21,2126.15
11/1/2016,4018.47,3628.44,2111.72
11/2/2016,3992.76,3605.09,2097.94
11/3/2016,3976.56,3590.06,2088.66
11/4/2016,3970.02,3584.13,2085.18
11/7/2016,4058.3,3663.82,2131.52
11/8/2016,4075.61,3678.9,2139.56
11/9/2016,4121.03,3719.83,2163.26
11/10/2016,4129.46,3727.33,2167.48
11/11/2016,4123.69,3722.12,2164.45
11/14/2016,4123.81,3722.07,2164.2
11/15/2016,4155.62,3750.52,2180.39
11/16/2016,4150.21,3745.32,2176.94
11/17/2016,4169.87,3762.99,2187.12
11/18/2016,4160.58,3754.43,2181.9
11/21/2016,4191.68,3782.49,2198.18
11/22/2016,4200.95,3790.79,2202.94
11/23/2016,4204.49,3793.95,2204.72
11/25/2016,4221.02,3808.85,2213.35
11/28/2016,4199.39,3789.18,2201.72
11/29/2016,4205.99,3794.86,2204.66
11/30/2016,4195.73,3785.37,2198.81
12/1/2016,4181.15,3772.17,2191.08
12/2/2016,4182.81,3773.67,2191.95
12/5/2016,4207.57,3795.89,2204.71
12/6/2016,4222.04,3808.91,2212.23
12/7/2016,4278.44,3859.57,2241.35
12/8/2016,4288.1,3868.17,2246.19
12/9/2016,4313.61,3891.17,2259.53
12/12/2016,4308.94,3886.9,2256.96
12/13/2016,4337.86,3912.78,2271.72
12/14/2016,4302.93,3881.2,2253.28
12/15/2016,4319.84,3896.4,2262.03
12/16/2016,4312.4,3889.65,2258.07
12/19/2016,4321.02,3897.4,2262.53
12/20/2016,4337.36,3911.97,2270.76
12/21/2016,4326.85,3902.45,2265.18
12/22/2016,4319.33,3895.52,2260.96
12/23/2016,4325.17,3900.67,2263.79
12/27/2016,4334.93,3909.46,2268.88
12/28/2016,4299.45,3877.27,2249.92
12/29/2016,4298.39,3876.25,2249.26
12/30/2016,4278.66,3858.41,2238.83
1/3/2017,4315.08,3891.22,2257.83
1/4/2017,4340.75,3914.11,2270.75
1/5/2017,4337.45,3911.12,2269
1/6/2017,4354.05,3925.72,2276.98
1/9/2017,4338.62,3911.81,2268.9
1/10/2017,4338.64,3911.82,2268.9
1/11/2017,4351.32,3923.14,2275.32
1/12/2017,4342.09,3914.79,2270.44
1/13/2017,4350.11,3922.02,2274.64
1/17/2017,4337.2,3910.39,2267.89
1/18/2017,4345.57,3917.73,2271.89
1/19/2017,4329.96,3903.64,2263.69
1/20/2017,4344.67,3916.87,2271.31
1/23/2017,4333.1,3906.41,2265.2
1/24/2017,4361.56,3932.06,2280.07
1/25/2017,4396.57,3963.62,2298.37
1/26/2017,4393.43,3960.76,2296.68
1/27/2017,4389.85,3957.48,2294.69
1/30/2017,4363.67,3933.82,2280.9
1/31/2017,4359.81,3930.34,2278.87
2/1/2017,4362.1,3932.14,2279.55
2/2/2017,4364.85,3934.54,2280.85
2/3/2017,4396.95,3963.37,2297.42
2/6/2017,4387.67,3955,2292.56
2/7/2017,4388.87,3956.02,2293.08
2/8/2017,4393.31,3959.65,2294.67
2/9/2017,4419.4,3982.95,2307.87
2/10/2017,4435.42,3997.31,2316.1
2/13/2017,4459.83,4019,2328.25
2/14/2017,4478.98,4035.92,2337.58
2/15/2017,4501.99,4056.47,2349.25
2/16/2017,4498.56,4053.26,2347.22
2/17/2017,4506.2,4060.12,2351.16
2/21/2017,4533.46,4084.68,2365.38
2/22/2017,4528.97,4080.51,2362.82
2/23/2017,4531.39,4082.55,2363.81
2/24/2017,4539.25,4089.34,2367.34
2/27/2017,4544.51,4093.91,2369.75
2/28/2017,4532.93,4083.43,2363.64
3/1/2017,4595.73,4139.79,2395.96
3/2/2017,4569.17,4115.77,2381.92
3/3/2017,4571.6,4117.92,2383.12
3/6/2017,4556.72,4104.49,2375.31
3/7/2017,4543.75,4092.73,2368.39
3/8/2017,4534.68,4084.2,2362.98
3/9/2017,4538.36,4087.5,2364.87
3/10/2017,4553.28,4100.91,2372.6
3/13/2017,4556.44,4103.36,2373.47
3/14/2017,4541.26,4089.63,2365.45
3/15/2017,4579.44,4123.98,2385.26
3/16/2017,4572.16,4117.37,2381.38
3/17/2017,4566.17,4111.97,2378.25
3/20/2017,4557.12,4103.79,2373.47
3/21/2017,4500.98,4053.12,2344.02
3/22/2017,4509.65,4060.88,2348.45
3/23/2017,4504.92,4056.62,2345.96
3/24/2017,4501.11,4053.18,2343.98
3/27/2017,4496.53,4049.06,2341.59
3/28/2017,4529.17,4078.44,2358.57
3/29/2017,4535.01,4083.45,2361.13
3/30/2017,4548.46,4095.52,2368.06
3/31/2017,4538.21,4086.29,2362.72
4/3/2017,4530.98,4079.71,2358.84
4/4/2017,4534.25,4082.46,2360.16
4/5/2017,4520.86,4070.28,2352.95
4/6/2017,4530.93,4078.98,2357.49
4/7/2017,4527.2,4075.63,2355.54
4/10/2017,4530.57,4078.59,2357.16
4/11/2017,4524.71,4073.14,2353.78
4/12/2017,4507.76,4057.87,2344.93
4/13/2017,4477.07,4030.23,2328.95
4/17/2017,4515.65,4064.96,2349.01
4/18/2017,4502.66,4053.23,2342.19
4/19/2017,4495.56,4046.67,2338.17
4/20/2017,4529.65,4077.32,2355.84
4/21/2017,4515.9,4064.95,2348.69
4/24/2017,4564.93,4109.06,2374.15
4/25/2017,4592.74,4134.1,2388.61
4/26/2017,4590.56,4132.12,2387.45
4/27/2017,4593.57,4134.7,2388.77
4/28/2017,4584.82,4126.81,2384.2
5/1/2017,4592.78,4133.97,2388.33
5/2/2017,4598.24,4138.89,2391.17
5/3/2017,4593.32,4134.21,2388.13
5/4/2017,4596.24,4136.77,2389.52
5/5/2017,4615.09,4153.72,2399.29
5/8/2017,4615.73,4154.17,2399.38
5/9/2017,4611.21,4150.04,2396.92
5/10/2017,4618.19,4155.85,2399.63
5/11/2017,4609.69,4147.8,2394.44
5/12/2017,4602.96,4141.72,2390.9
5/15/2017,4625.51,4161.86,2402.32
5/16/2017,4623.26,4159.59,2400.67
5/17/2017,4540.58,4084.83,2357.03
5/18/2017,4557.41,4099.94,2365.72
5/19/2017,4588.35,4127.75,2381.73
5/22/2017,4612.12,4149.11,2394.02
5/23/2017,4620.7,4156.8,2398.42
5/24/2017,4632.37,4167.26,2404.39
5/25/2017,4653.59,4186.17,2415.07
5/26/2017,4655.65,4187.86,2415.82
5/30/2017,4650.76,4183.26,2412.91
5/31/2017,4649.34,4181.79,2411.8
6/1/2017,4685.11,4213.81,2430.06
6/2/2017,4702.56,4229.48,2439.07
6/5/2017,4697,4224.44,2436.1
6/6/2017,4683.96,4212.71,2429.33
6/7/2017,4692.29,4219.93,2433.14
6/8/2017,4693.67,4221.14,2433.79
6/9/2017,4689.79,4217.65,2431.77
6/12/2017,4685.54,4213.73,2429.39
6/13/2017,4707.88,4233.5,2440.35
6/14/2017,4703.53,4229.5,2437.92
6/15/2017,4693.86,4220.57,2432.46
6/16/2017,4695.23,4221.79,2433.15
6/19/2017,4734.48,4257.07,2453.46
6/20/2017,4702.82,4228.59,2437.03
6/21/2017,4700.5,4226.39,2435.61
6/22/2017,4698.4,4224.49,2434.5
6/23/2017,4705.73,4231.08,2438.3
6/26/2017,4707.27,4232.45,2439.07
6/27/2017,4669.27,4198.28,2419.38
6/28/2017,4711.33,4235.85,2440.69
6/29/2017,4670.96,4199.51,2419.7
6/30/2017,4678.36,4206.1,2423.41
7/3/2017,4689.61,4216.1,2429.01
7/5/2017,4697.34,4222.81,2432.54
7/6/2017,4655.02,4184.31,2409.75
7/7/2017,4684.88,4211.13,2425.18
7/10/2017,4689.25,4215.05,2427.43
7/11/2017,4685.64,4211.79,2425.53
7/12/2017,4720.28,4242.82,2443.25
7/13/2017,4729.25,4250.85,2447.83
7/14/2017,4751.43,4270.76,2459.27
7/17/2017,4751.33,4270.63,2459.14
7/18/2017,4754.27,4273.25,2460.61
7/19/2017,4780.25,4296.48,2473.83
7/20/2017,4779.84,4296.02,2473.45
7/21/2017,4778.07,4294.44,2472.54
7/24/2017,4773.1,4289.94,2469.91
7/25/2017,4787.04,4302.47,2477.13
7/26/2017,4788.41,4303.7,2477.83
7/27/2017,4784.26,4299.83,2475.42
7/28/2017,4778.02,4294.17,2472.1
7/31/2017,4774.56,4291.06,2470.3
8/1/2017,4786.27,4301.58,2476.35
8/2/2017,4789.54,4304.27,2477.57
8/3/2017,4779.99,4295.44,2472.16
8/4/2017,4789.11,4303.62,2476.83
8/7/2017,4797.13,4310.79,2480.91
8/8/2017,4786.12,4300.74,2474.92
8/9/2017,4784.94,4299.53,2474.02
8/10/2017,4717.4,4238.38,2438.21
8/11/2017,4723.73,4243.98,2441.32
8/14/2017,4771.43,4286.76,2465.84
8/15/2017,4770.15,4285.32,2464.61
8/16/2017,4778.28,4292.26,2468.11
8/17/2017,4704.73,4226.13,2430.01
8/18/2017,4696.22,4218.46,2425.55
8/21/2017,4701.82,4223.44,2428.37
8/22/2017,4748.73,4265.54,2452.51
8/23/2017,4732.76,4251.08,2444.04
8/24/2017,4723.03,4242.31,2438.97
8/25/2017,4731.46,4249.74,2443.05
8/28/2017,4733.97,4251.94,2444.24
8/29/2017,4738.62,4255.94,2446.3
8/30/2017,4761.72,4276.36,2457.59
8/31/2017,4789.18,4300.96,2471.65
9/1/2017,4798.99,4309.68,2476.55
9/5/2017,4762.75,4277.14,2457.85
9/6/2017,4777.69,4290.55,2465.54
9/7/2017,4777.93,4290.47,2465.1
9/8/2017,4771.02,4284.21,2461.43
9/11/2017,4822.8,4330.68,2488.11
9/12/2017,4839.31,4345.44,2496.48
9/13/2017,4843.04,4348.77,2498.37
9/14/2017,4839.29,4344.97,2495.62
9/15/2017,4848.84,4353.38,2500.23
9/18/2017,4856.08,4359.83,2503.87
9/19/2017,4861.52,4364.7,2506.65
9/20/2017,4864.61,4367.47,2508.24
9/21/2017,4849.95,4354.28,2500.6
9/22/2017,4853.2,4357.16,2502.22
9/25/2017,4842.41,4347.48,2496.66
9/26/2017,4843.14,4348.03,2496.84
9/27/2017,4862.93,4365.8,2507.04
9/28/2017,4869.81,4371.7,2510.06
9/29/2017,4887.97,4387.97,2519.36
10/2/2017,4906.92,4404.97,2529.12
10/3/2017,4917.73,4414.62,2534.58
10/4/2017,4924.19,4420.33,2537.74
10/5/2017,4952.85,4445.82,2552.07
10/6/2017,4949.09,4442.04,2549.33
10/9/2017,4940.16,4434.02,2544.73
10/10/2017,4951.77,4444.4,2550.64
10/11/2017,4960.79,4452.47,2555.24
10/12/2017,4952.85,4445.24,2550.93
10/13/2017,4957.27,4449.18,2553.17
10/16/2017,4966.05,4457.03,2557.64
10/17/2017,4969.38,4460.03,2559.36
10/18/2017,4973.28,4463.47,2561.26
10/19/2017,4975.32,4465.19,2562.1
10/20/2017,5001.11,4488.25,2575.21
10/23/2017,4981.37,4470.49,2564.98
10/24/2017,4989.56,4477.81,2569.13
10/25/2017,4966.29,4456.93,2557.15
10/26/2017,4972.6,4462.59,2560.4
10/27/2017,5012.75,4498.62,2581.07
10/30/2017,4997.15,4484.51,2572.83
10/31/2017,5002.03,4488.85,2575.26
11/1/2017,5009.99,4495.99,2579.36
11/2/2017,5011.48,4497.19,2579.85
11/3/2017,5027.49,4511.42,2587.84
11/6/2017,5034.3,4517.42,2591.13
11/7/2017,5033.38,4516.59,2590.64
11/8/2017,5040.74,4523.16,2594.38
11/9/2017,5023.01,4506.92,2584.62
11/10/2017,5020.31,4504.01,2582.3
11/13/2017,5025.36,4508.52,2584.84
11/14/2017,5014.53,4498.59,2578.87
11/15/2017,4987.96,4474.45,2564.62
11/16/2017,5030.48,4512.15,2585.64
11/17/2017,5017.45,4500.42,2578.85
11/20/2017,5024.01,4506.26,2582.14
11/21/2017,5056.95,4535.78,2599.03
11/22/2017,5053.6,4532.66,2597.08
11/24/2017,5064.23,4542.13,2602.42
11/27/2017,5062.85,4540.73,2601.42
11/28/2017,5112.91,4585.58,2627.04
11/29/2017,5111.68,4584.3,2626.07
11/30/2017,5155.44,4623.04,2647.58
12/1/2017,5145.21,4613.8,2642.22
12/4/2017,5139.91,4609.02,2639.44
12/5/2017,5120.92,4591.93,2629.57
12/6/2017,5120.46,4591.49,2629.27
12/7/2017,5136.37,4605.51,2636.98
12/8/2017,5165.19,4631.21,2651.5
12/11/2017,5181.75,4646.05,2659.99
12/12/2017,5189.96,4653.36,2664.11
12/13/2017,5187.68,4651.27,2662.85
12/14/2017,5167.45,4632.89,2652.01
12/15/2017,5214.1,4674.65,2675.81
12/18/2017,5242.28,4699.85,2690.16
12/19/2017,5225.43,4684.72,2681.47
12/20/2017,5221.79,4681.27,2679.25
12/21/2017,5232.16,4690.57,2684.57
12/22/2017,5229.79,4688.44,2683.34
12/26/2017,5224.51,4683.64,2680.5
12/27/2017,5229.01,4687.57,2682.62
12/28/2017,5239.59,4696.79,2687.54
12/29/2017,5212.76,4672.65,2673.61
1/2/2018,5256.28,4711.6,2695.81
1/3/2018,5289.92,4741.75,2713.06
1/4/2018,5312.33,4761.55,2723.99
1/5/2018,5349.69,4795.03,2743.15
1/8/2018,5358.68,4803.06,2747.71
1/9/2018,5367.26,4810.32,2751.29
1/10/2018,5361.33,4804.99,2748.23
1/11/2018,5399.46,4839.06,2767.56
1/12/2018,5435.92,4871.73,2786.24
1/16/2018,5416.86,4854.62,2776.42
1/17/2018,5467.85,4900.32,2802.56
1/18/2018,5459.5,4892.7,2798.03
1/19/2018,5483.57,4914.25,2810.3
1/22/2018,5527.89,4953.94,2832.97
1/23/2018,5540.13,4964.85,2839.13
1/24/2018,5537.03,4962.07,2837.54
1/25/2018,5540.38,4965.07,2839.25
1/26/2018,5606.08,5023.92,2872.87
1/29/2018,5568.67,4990.31,2853.53
1/30/2018,5508.36,4936.16,2822.43
1/31/2018,5511.21,4938.67,2823.81
2/1/2018,5508.7,4936.13,2821.98
2/2/2018,5392.21,4831.66,2762.13
2/5/2018,5171.26,4633.68,2648.94
2/6/2018,5262.02,4714.85,2695.14
2/7/2018,5235.84,4691.35,2681.66
2/8/2018,5040.06,4515.73,2581
2/9/2018,5116.99,4584.21,2619.55
2/12/2018,5188.37,4648.11,2656
2/13/2018,5202.22,4660.44,2662.94
2/14/2018,5273.43,4723.83,2698.63
2/15/2018,5338.35,4781.65,2731.2
2/16/2018,5340.82,4783.73,2732.22
2/20/2018,5309.99,4756.02,2716.26
2/21/2018,5280.91,4729.94,2701.33
2/22/2018,5286.5,4734.83,2703.96
2/23/2018,5371.56,4810.93,2747.3
2/26/2018,5435.38,4867.9,2779.6
2/27/2018,5367.09,4806.53,2744.28
2/28/2018,5308.09,4753.55,2713.83
3/1/2018,5238.18,4690.73,2677.67
3/2/2018,5265.24,4714.82,2691.25
3/5/2018,5323.36,4766.86,2720.94
3/6/2018,5337.69,4779.61,2728.12
3/7/2018,5335.47,4777.53,2726.8
3/8/2018,5360.73,4799.76,2738.97
3/9/2018,5454.03,4883.25,2786.57
3/12/2018,5447.1,4877.05,2783.02
3/13/2018,5412.75,4846.21,2765.31
3/14/2018,5383.27,4819.41,2749.48
3/15/2018,5379.39,4815.85,2747.33
3/16/2018,5388.74,4824.17,2752.01
3/19/2018,5312.23,4755.67,2712.92
3/20/2018,5320.2,4762.78,2716.94
3/21/2018,5310.96,4754.35,2711.93
3/22/2018,5177.52,4634.85,2643.69
3/23/2018,5069.03,4537.7,2588.26
3/26/2018,5206.69,4660.94,2658.55
3/27/2018,5116.75,4580.42,2612.62
3/28/2018,5102.69,4567.6,2605
3/29/2018,5173.19,4630.64,2640.87
4/2/2018,5057.69,4527.24,2581.88
4/3/2018,5121.7,4584.48,2614.45
4/4/2018,5181.31,4637.74,2644.69
4/5/2018,5217.62,4670.04,2662.84
4/6/2018,5103.35,4567.74,2604.47
4/9/2018,5121.9,4583.93,2613.16
4/10/2018,5207.73,4660.7,2656.87
4/11/2018,5179.19,4635.1,2642.19
4/12/2018,5222.55,4673.73,2663.99
4/13/2018,5207.57,4660.3,2656.3
4/16/2018,5249.94,4698.18,2677.84
4/17/2018,5305.9,4748.26,2706.39
4/18/2018,5310.32,4752.22,2708.64
4/19/2018,5280.57,4725.41,2693.13
4/20/2018,5235.75,4685.24,2670.14
4/23/2018,5236.04,4685.5,2670.29
4/24/2018,5166.1,4622.88,2634.56
4/25/2018,5175.59,4631.37,2639.4
4/26/2018,5229.61,4679.71,2666.94
4/27/2018,5235.73,4685.11,2669.91
4/30/2018,5193.04,4646.86,2648.05
5/1/2018,5206.31,4658.72,2654.8
5/2/2018,5168.79,4625.15,2635.67
5/3/2018,5157.7,4615.07,2629.73
5/4/2018,5224.71,4674.79,2663.42
5/7/2018,5242.87,4691.01,2672.63
5/8/2018,5241.53,4689.8,2671.92
5/9/2018,5292.9,4735.59,2697.79
5/10/2018,5343.7,4780.73,2723.07
5/11/2018,5354.69,4790.05,2727.72
5/14/2018,5359.66,4794.44,2730.13
5/15/2018,5323.23,4761.78,2711.45
5/16/2018,5346.33,4782.05,2722.46
5/17/2018,5343.29,4778.92,2720.13
5/18/2018,5329.66,4766.62,2712.97
5/21/2018,5369.19,4801.92,2733.01
5/22/2018,5352.45,4786.93,2724.44
5/23/2018,5369.99,4802.57,2733.29
5/24/2018,5359.32,4792.98,2727.76
5/25/2018,5347.31,4782.07,2721.33
5/29/2018,5285.7,4726.91,2689.86
5/30/2018,5353.76,4787.52,2724.01
5/31/2018,5318.1,4755.32,2705.27
6/1/2018,5376.29,4807.21,2734.62
6/4/2018,5400.5,4828.83,2746.87
6/5/2018,5404.62,4832.42,2748.8
6/6/2018,5451.09,4873.93,2772.35
6/7/2018,5448.18,4871.06,2770.37
6/8/2018,5465.42,4886.42,2779.03
6/11/2018,5471.29,4891.67,2782
6/12/2018,5481.07,4900.34,2786.85
6/13/2018,5459.21,4880.74,2775.63
6/14/2018,5474.37,4893.85,2782.49
6/15/2018,5469.37,4889.23,2779.66
6/18/2018,5457.83,4878.88,2773.75
6/19/2018,5436.13,4859.42,2762.59
6/20/2018,5445.43,4867.73,2767.32
6/21/2018,5411.4,4837.17,2749.76
6/22/2018,5421.63,4846.27,2754.88
6/25/2018,5347.23,4779.77,2717.07
6/26/2018,5359.01,4790.3,2723.06
6/27/2018,5312.89,4749.08,2699.63
6/28/2018,5346.44,4778.87,2716.31
6/29/2018,5350.83,4782.71,2718.37
7/2/2018,5367.49,4797.54,2726.71
7/3/2018,5340.93,4773.8,2713.22
7/5/2018,5388.28,4815.77,2736.61
7/6/2018,5434.36,4856.85,2759.82
7/9/2018,5483.89,4900.69,2784.17
7/10/2018,5503.05,4917.78,2793.84
7/11/2018,5464.01,4882.89,2774.02
7/12/2018,5512.36,4925.95,2798.29
7/13/2018,5518.33,4931.29,2801.31
7/16/2018,5512.92,4926.38,2798.43
7/17/2018,5534.91,4946.01,2809.55
7/18/2018,5546.86,4956.69,2815.62
7/19/2018,5525.51,4937.46,2804.49
7/20/2018,5520.5,4932.92,2801.83
7/23/2018,5530.66,4941.99,2806.98
7/24/2018,5557.37,4965.79,2820.4
7/25/2018,5607.99,5011.01,2846.07
7/26/2018,5590.99,4995.82,2837.44
7/27/2018,5554.31,4963.04,2818.82
7/30/2018,5522.81,4934.77,2802.6
7/31/2018,5549.96,4958.98,2816.29
8/1/2018,5544.19,4953.83,2813.36
8/2/2018,5572.08,4978.59,2827.22
8/3/2018,5598.71,5002.19,2840.35
8/6/2018,5619.05,5020.21,2850.4
8/7/2018,5634.98,5034.43,2858.45
8/8/2018,5633.67,5033.22,2857.7
8/9/2018,5627,5026.87,2853.58
8/10/2018,5588.66,4992.16,2833.28
8/13/2018,5566.36,4972.22,2821.93
8/14/2018,5602.41,5004.29,2839.96
8/15/2018,5560.85,4966.9,2818.37
8/16/2018,5606.56,5007.27,2840.69
8/17/2018,5625.66,5024.2,2850.13
8/20/2018,5639.53,5036.54,2857.05
8/21/2018,5651.39,5047.08,2862.96
8/22/2018,5649.31,5045.17,2861.82
8/23/2018,5640.1,5036.85,2856.98
8/24/2018,5675.12,5068.11,2874.69
8/27/2018,5719.3,5107.39,2896.74
8/28/2018,5720.89,5108.8,2897.52
8/29/2018,5754,5138.24,2914.04
8/30/2018,5729.45,5116.06,2901.13
8/31/2018,5730.8,5117.11,2901.52
9/4/2018,5721.86,5108.98,2896.72
9/5/2018,5705.86,5094.69,2888.6
9/6/2018,5686.7,5077.13,2878.05
9/7/2018,5674.58,5066.19,2871.68
9/10/2018,5685.34,5075.79,2877.13
9/11/2018,5706.99,5095.02,2887.89
9/12/2018,5709.08,5096.87,2888.92
9/13/2018,5740.75,5124.74,2904.18
9/14/2018,5743.19,5126.68,2904.98
9/17/2018,5711.29,5098.19,2888.8
9/18/2018,5742.18,5125.7,2904.31
