date,tr,net_tr,snp500
8/28/2013,2911.83,2681.97,1634.96
8/29/2013,2917.96,2687.5,1638.17
8/30/2013,2908.96,2679.14,1632.97
9/3/2013,2921.23,2690.4,1639.77
9/4/2013,2945.62,2712.67,1653.08
9/5/2013,2949.27,2716.01,1655.08
9/6/2013,2949.8,2716.39,1655.17
9/9/2013,2979.45,2743.66,1671.71
9/10/2013,3001.36,2763.82,1683.99
9/11/2013,3010.94,2772.53,1689.13
9/12/2013,3001.62,2763.71,1683.42
9/13/2013,3009.79,2771.22,1687.99
9/16/2013,3026.94,2787.01,1697.6
9/17/2013,3039.75,2798.8,1704.76
9/18/2013,3076.81,2832.91,1725.52
9/19/2013,3071.61,2827.99,1722.34
9/20/2013,3049.47,2807.6,1709.91
9/23/2013,3035.09,2794.35,1701.84
9/24/2013,3027.52,2787.3,1697.42
9/25/2013,3019.31,2779.71,1692.77
9/26/2013,3030.41,2789.78,1698.67
9/27/2013,3018.24,2778.52,1691.75
9/30/2013,3000.18,2761.86,1681.55
10/1/2013,3024.38,2784.08,1695
10/2/2013,3022.95,2782.6,1693.87
10/3/2013,2995.81,2757.62,1678.66
10/4/2013,3017.05,2777.14,1690.5
10/7/2013,2991.39,2753.52,1676.12
10/8/2013,2955.41,2720.15,1655.45
10/9/2013,2957.4,2721.9,1656.4
10/10/2013,3022.43,2781.62,1692.56
10/11/2013,3041.43,2799.1,1703.2
10/14/2013,3053.84,2810.53,1710.14
10/15/2013,3032.27,2790.68,1698.06
10/16/2013,3074.54,2829.49,1721.54
10/17/2013,3095.42,2848.66,1733.15
10/18/2013,3115.77,2867.36,1744.5
10/21/2013,3116.09,2867.65,1744.66
10/22/2013,3133.98,2884.11,1754.67
10/23/2013,3119.2,2870.5,1746.38
10/24/2013,3129.41,2879.88,1752.07
10/25/2013,3143.16,2892.53,1759.77
10/28/2013,3147.36,2896.39,1762.11
10/29/2013,3165.11,2912.68,1771.95
10/30/2013,3149.93,2898.64,1763.31
10/31/2013,3138.09,2887.68,1756.54
11/1/2013,3147.21,2896.07,1761.64
11/4/2013,3158.47,2906.43,1767.93
11/5/2013,3149.96,2898.5,1762.97
11/6/2013,3165.13,2911.97,1770.49
11/7/2013,3124.12,2874.05,1747.15
11/8/2013,3166.11,2912.66,1770.61
11/11/2013,3168.41,2914.78,1771.89
11/12/2013,3161.1,2908,1767.69
11/13/2013,3187.64,2932.15,1782
11/14/2013,3203.65,2946.71,1790.62
11/15/2013,3217.2,2959.17,1798.18
11/18/2013,3205.46,2948.33,1791.53
11/19/2013,3199.51,2942.69,1787.87
11/20/2013,3188.04,2932.1,1781.37
11/21/2013,3214.16,2956.07,1795.85
11/22/2013,3230.54,2971.01,1804.76
11/25/2013,3226.53,2967.3,1802.48
11/26/2013,3227.36,2967.97,1802.75
11/27/2013,3236.14,2975.84,1807.23
11/29/2013,3233.72,2973.58,1805.81
12/2/2013,3225.06,2965.57,1800.9
12/3/2013,3214.95,2956.23,1795.15
12/4/2013,3211.59,2952.91,1792.81
12/5/2013,3197.76,2940.16,1785.03
12/6/2013,3233.99,2973.4,1805.09
12/9/2013,3239.99,2978.88,1808.37
12/10/2013,3229.72,2969.42,1802.62
12/11/2013,3193.52,2936.05,1782.22
12/12/2013,3182.33,2925.52,1775.5
12/13/2013,3182.07,2925.27,1775.32
12/16/2013,3202.22,2943.78,1786.54
12/17/2013,3192.33,2934.68,1781
12/18/2013,3245.59,2983.61,1810.65
12/19/2013,3244.15,2982.16,1809.6
12/20/2013,3259.79,2996.54,1818.32
12/23/2013,3277.62,3012.79,1827.99
12/24/2013,3287.55,3021.82,1833.32
12/26/2013,3303.15,3036.15,1842.02
12/27/2013,3302.66,3035.53,1841.4
12/30/2013,3302.3,3035.14,1841.07
12/31/2013,3315.59,3047.29,1848.36
1/2/2014,3286.69,3020.6,1831.98
1/3/2014,3285.68,3019.65,1831.37
1/6/2014,3277.48,3012.1,1826.77
1/7/2014,3297.45,3030.44,1837.88
1/8/2014,3297.74,3030.43,1837.49
1/9/2014,3298.87,3031.47,1838.13
1/10/2014,3306.49,3038.48,1842.37
1/13/2014,3265.27,3000.5,1819.2
1/14/2014,3300.61,3032.97,1838.88
1/15/2014,3317.75,3048.69,1848.38
1/16/2014,3313.36,3044.64,1845.89
1/17/2014,3300.51,3032.81,1838.7
1/21/2014,3309.74,3041.28,1843.8
1/22/2014,3312.04,3043.28,1844.86
1/23/2014,3282.64,3016.25,1828.46
1/24/2014,3214.13,2953.29,1790.29
1/27/2014,3198.57,2938.97,1781.56
1/28/2014,3218.21,2957.02,1792.5
1/29/2014,3185.7,2927.05,1774.2
1/30/2014,3221.78,2960.15,1794.19
1/31/2014,3200.95,2941.01,1782.59
2/3/2014,3127.87,2873.86,1741.89
2/4/2014,3151.94,2895.93,1755.2
2/5/2014,3146.49,2890.67,1751.64
2/6/2014,3187.25,2927.67,1773.43
2/7/2014,3229.64,2966.6,1797.02
2/10/2014,3234.79,2971.31,1799.84
2/11/2014,3270.74,3004.29,1819.75
2/12/2014,3271.47,3004.52,1819.26
2/13/2014,3290.82,3022.19,1829.83
2/14/2014,3306.92,3036.9,1838.63
2/18/2014,3311.27,3040.75,1840.76
2/19/2014,3289.83,3021.02,1828.75
2/20/2014,3310.27,3039.62,1839.78
2/21/2014,3304.36,3034.08,1836.25
2/24/2014,3324.84,3052.87,1847.61
2/25/2014,3320.43,3048.8,1845.12
2/26/2014,3321.15,3049.29,1845.16
2/27/2014,3338.05,3064.67,1854.29
2/28/2014,3347.38,3073.22,1859.45
3/3/2014,3322.85,3050.66,1845.73
3/4/2014,3373.64,3097.27,1873.91
3/5/2014,3374.1,3097.52,1873.81
3/6/2014,3380.49,3103.22,1877.03
3/7/2014,3382.57,3105.06,1878.04
3/10/2014,3381.22,3103.76,1877.17
3/11/2014,3364.17,3088.07,1867.63
3/12/2014,3366.07,3089.58,1868.2
3/13/2014,3327.11,3053.7,1846.34
3/14/2014,3317.81,3045.14,1841.13
3/17/2014,3349.71,3074.42,1858.83
3/18/2014,3373.98,3096.67,1872.25
3/19/2014,3353.29,3077.68,1860.77
3/20/2014,3373.6,3096.3,1872.01
3/21/2014,3363.72,3087.23,1866.52
3/24/2014,3347.36,3072.22,1857.44
3/25/2014,3362.44,3085.97,1865.62
3/26/2014,3339,3064.43,1852.56
3/27/2014,3333.23,3058.98,1849.04
3/28/2014,3348.83,3073.25,1857.62
3/31/2014,3375.51,3097.7,1872.34
4/1/2014,3399.51,3119.65,1885.52
4/2/2014,3409.8,3128.93,1890.9
4/3/2014,3406,3125.44,1888.77
4/4/2014,3363.41,3086.32,1865.09
4/7/2014,3327.27,3053.15,1845.04
4/8/2014,3340.84,3065.31,1851.96
4/9/2014,3377.61,3098.97,1872.18
4/10/2014,3307.08,3034.25,1833.08
4/11/2014,3276.04,3005.67,1815.69
4/14/2014,3302.98,3030.39,1830.61
4/15/2014,3325.3,3050.87,1842.98
4/16/2014,3360.27,3082.93,1862.31
4/17/2014,3365,3087.23,1864.85
4/21/2014,3377.75,3098.91,1871.89
4/22/2014,3391.58,3111.6,1879.55
4/23/2014,3384.5,3104.98,1875.39
4/24/2014,3390.39,3110.37,1878.61
4/25/2014,3362.95,3085.19,1863.4
4/28/2014,3374.04,3095.3,1869.43
4/29/2014,3390.16,3110.08,1878.33
4/30/2014,3400.46,3119.49,1883.95
5/1/2014,3400.2,3119.19,1883.68
5/2/2014,3395.61,3114.97,1881.14
5/5/2014,3402.23,3120.97,1884.66
5/6/2014,3371.72,3092.97,1867.72
5/7/2014,3392.1,3111.26,1878.21
5/8/2014,3388.29,3107.54,1875.63
5/9/2014,3394.05,3112.65,1878.48
5/12/2014,3427.01,3142.85,1896.65
5/13/2014,3429.3,3144.71,1897.45
5/14/2014,3413.84,3130.35,1888.53
5/15/2014,3382.52,3101.46,1870.85
5/16/2014,3395.21,3113.09,1877.86
5/19/2014,3408.52,3125.23,1885.08
5/20/2014,3386.48,3104.99,1872.83
5/21/2014,3414.45,3130.49,1888.03
5/22/2014,3422.99,3138.2,1892.49
5/23/2014,3437.58,3151.56,1900.53
5/27/2014,3458.19,3170.45,1911.91
5/28/2014,3454.88,3167.26,1909.78
5/29/2014,3473.86,3184.54,1920.03
5/30/2014,3480.29,3190.43,1923.57
6/2/2014,3483.14,3192.95,1924.97
6/3/2014,3482,3191.86,1924.24
6/4/2014,3489.21,3198.3,1927.88
6/5/2014,3512.21,3219.32,1940.46
6/6/2014,3528.98,3234.54,1949.44
6/9/2014,3532.47,3237.69,1951.27
6/10/2014,3531.62,3236.91,1950.79
6/11/2014,3519.52,3225.71,1943.89
6/12/2014,3495.57,3203.49,1930.11
6/13/2014,3506.58,3213.56,1936.16
6/16/2014,3509.54,3216.27,1937.78
6/17/2014,3517.23,3223.3,1941.99
6/18/2014,3544.42,3248.2,1956.98
6/19/2014,3549.44,3252.67,1959.48
6/20/2014,3555.6,3258.31,1962.87
6/23/2014,3555.14,3257.88,1962.61
6/24/2014,3532.57,3237.12,1949.98
6/25/2014,3549.96,3253.03,1959.53
6/26/2014,3546.38,3249.58,1957.22
6/27/2014,3553.35,3255.91,1960.96
6/30/2014,3552.18,3254.8,1960.23
7/1/2014,3576.55,3276.95,1973.32
7/2/2014,3579.11,3279.24,1974.62
7/3/2014,3598.73,3297.22,1985.44
7/7/2014,3584.75,3284.37,1977.65
7/8/2014,3560.53,3261.89,1963.71
7/9/2014,3577.28,3277.18,1972.83
7/10/2014,3562.49,3263.63,1964.68
7/11/2014,3568.08,3268.65,1967.57
7/14/2014,3585.37,3284.49,1977.1
7/15/2014,3578.46,3278.16,1973.28
7/16/2014,3593.91,3292.19,1981.57
7/17/2014,3551.73,3253.46,1958.12
7/18/2014,3588.21,3286.87,1978.22
7/21/2014,3579.99,3279.31,1973.63
7/22/2014,3597.95,3295.76,1983.53
7/23/2014,3604.3,3301.57,1987.01
7/24/2014,3606.1,3303.21,1987.98
7/25/2014,3588.68,3287.23,1978.34
7/28/2014,3589.73,3288.19,1978.91
7/29/2014,3573.65,3273.41,1969.95
7/30/2014,3574.45,3273.99,1970.07
7/31/2014,3503.19,3208.66,1930.67
8/1/2014,3493.18,3199.48,1925.15
8/4/2014,3518.31,3222.49,1938.99
8/5/2014,3484.56,3191.5,1920.21
8/6/2014,3485.67,3192.22,1920.24
8/7/2014,3467.14,3175.02,1909.57
8/8/2014,3507.21,3211.69,1931.59
8/11/2014,3517.53,3220.96,1936.92
8/12/2014,3511.96,3215.81,1933.75
8/13/2014,3536.42,3237.96,1946.72
8/14/2014,3551.97,3252.15,1955.18
8/15/2014,3552.17,3252.22,1955.06
8/18/2014,3582.7,3280.11,1971.74
8/19/2014,3601.33,3296.97,1981.6
8/20/2014,3610.49,3305.29,1986.51
8/21/2014,3621.23,3315.09,1992.37
8/22/2014,3614.5,3308.8,1988.4
8/25/2014,3631.86,3324.68,1997.92
8/26/2014,3635.71,3328.19,2000.02
8/27/2014,3636.64,3328.84,2000.12
8/28/2014,3630.98,3323.53,1996.74
8/29/2014,3643.34,3334.75,2003.37
9/2/2014,3641.52,3333.05,2002.28
9/3/2014,3639.35,3330.88,2000.72
9/4/2014,3633.87,3325.83,1997.65
9/5/2014,3652.26,3342.64,2007.71
9/8/2014,3641.66,3332.77,2001.54
9/9/2014,3617.89,3310.99,1988.44
9/10/2014,3631.45,3323.3,1995.69
9/11/2014,3635.66,3326.87,1997.45
9/12/2014,3614.06,3307.09,1985.54
9/15/2014,3611.52,3304.76,1984.13
9/16/2014,3638.6,3329.52,1998.98
9/17/2014,3643.4,3333.89,2001.57
9/18/2014,3661.73,3350.53,2011.36
9/19/2014,3660.03,3348.96,2010.4
9/22/2014,3630.7,3322.12,1994.29
9/23/2014,3610.1,3303.17,1982.77
9/24/2014,3638.44,3329.09,1998.3
9/25/2014,3579.61,3275.26,1965.99
9/26/2014,3610.98,3303.77,1982.85
9/29/2014,3602.09,3295.56,1977.8
9/30/2014,3592.25,3286.5,1972.29
10/1/2014,3544.98,3243.16,1946.16
10/2/2014,3545.3,3243.37,1946.17
10/3/2014,3584.94,3279.62,1967.9
10/6/2014,3579.42,3274.55,1964.82
10/7/2014,3525.29,3225.03,1935.1
10/8/2014,3588.07,3282.12,1968.89
10/9/2014,3514.12,3214.43,1928.21
10/10/2014,3474.23,3177.85,1906.13
10/13/2014,3417.01,3125.51,1874.74
10/14/2014,3422.43,3130.46,1877.7
10/15/2014,3395.03,3105.31,1862.49
10/16/2014,3395.64,3105.83,1862.76
10/17/2014,3439.39,3145.85,1886.76
10/20/2014,3470.89,3174.65,1904.01
10/21/2014,3538.9,3236.83,1941.28
10/22/2014,3513.47,3213.46,1927.11
10/23/2014,3556.7,3253,1950.82
10/24/2014,3581.82,3275.97,1964.58
10/27/2014,3576.47,3271.07,1961.63
10/28/2014,3619.16,3310.11,1985.05
10/29/2014,3614.53,3305.77,1982.3
10/30/2014,3637.3,3326.53,1994.65
10/31/2014,3679.99,3365.57,2018.05
11/3/2014,3679.58,3365.18,2017.81
11/4/2014,3669.18,3355.67,2012.1
11/5/2014,3691.38,3375.62,2023.57
11/6/2014,3706.45,3389.09,2031.21
11/7/2014,3708.46,3390.73,2031.92
11/10/2014,3720.25,3401.45,2038.26
11/11/2014,3722.84,3403.82,2039.68
11/12/2014,3721.3,3402.12,2038.25
11/13/2014,3723.58,3404.12,2039.33
11/14/2014,3724.92,3405.22,2039.82
11/17/2014,3727.86,3407.85,2041.32
11/18/2014,3747.74,3425.82,2051.8
11/19/2014,3742.35,3420.83,2048.72
11/20/2014,3749.87,3427.66,2052.75
11/21/2014,3770.03,3445.95,2063.5
11/24/2014,3780.88,3455.85,2069.41
11/25/2014,3776.94,3452.14,2067.03
11/26/2014,3788.42,3462.38,2072.83
11/28/2014,3778.96,3453.7,2067.56
12/1/2014,3753.31,3430.21,2053.44
12/2/2014,3777.47,3452.23,2066.55
12/3/2014,3792.69,3465.87,2074.33
12/4/2014,3788.34,3461.88,2071.92
12/5/2014,3794.68,3467.66,2075.37
12/8/2014,3767.7,3442.86,2060.31
12/9/2014,3766.83,3442.06,2059.82
12/10/2014,3705.51,3385.95,2026.14
12/11/2014,3723.32,3401.94,2035.33
12/12/2014,3663.1,3346.89,2002.33
12/15/2014,3639.97,3325.72,1989.63
12/16/2014,3609.06,3297.48,1972.74
12/17/2014,3682.7,3364.71,2012.89
12/18/2014,3771.72,3445.89,2061.23
12/19/2014,3788.97,3461.65,2070.65
12/22/2014,3803.94,3475.18,2078.54
12/23/2014,3810.78,3481.37,2082.17
12/24/2014,3810.39,3480.98,2081.88
12/26/2014,3823,3492.5,2088.77
12/29/2014,3826.95,3495.93,2090.57
12/30/2014,3808.69,3479.12,2080.35
12/31/2014,3769.44,3443.26,2058.9
1/2/2015,3768.68,3442.43,2058.2
1/5/2015,3700.03,3379.66,2020.58
1/6/2015,3667.14,3349.61,2002.61
1/7/2015,3710.94,3389.3,2025.9
1/8/2015,3777.4,3449.98,2062.14
1/9/2015,3745.67,3420.99,2044.81
1/12/2015,3715.36,3393.31,2028.26
1/13/2015,3706.15,3384.8,2023.03
1/14/2015,3684.72,3365.2,2011.27
1/15/2015,3650.74,3334.13,1992.67
1/16/2015,3699.79,3378.92,2019.42
1/20/2015,3705.64,3384.23,2022.55
1/21/2015,3723.62,3400.53,2032.12
1/22/2015,3780.51,3452.47,2063.15
1/23/2015,3759.76,3433.52,2051.82
1/26/2015,3769.45,3442.36,2057.09
1/27/2015,3718.99,3396.28,2029.55
1/28/2015,3669.1,3350.64,2002.16
1/29/2015,3704.35,3382.75,2021.25
1/30/2015,3656.28,3338.84,1994.99
2/2/2015,3703.77,3382.18,2020.85
2/3/2015,3757.34,3431.07,2050.03
2/4/2015,3742.84,3417.53,2041.51
2/5/2015,3782.11,3453.18,2062.52
2/6/2015,3770.2,3442.03,2055.47
2/9/2015,3754.36,3427.52,2046.74
2/10/2015,3794.62,3464.23,2068.59
2/11/2015,3795.82,3464.96,2068.53
2/12/2015,3833.35,3498.97,2088.48
2/13/2015,3849.29,3513.43,2096.99
2/17/2015,3856.04,3519.43,2100.34
2/18/2015,3855,3518.43,2099.68
2/19/2015,3851.53,3515.09,2097.45
2/20/2015,3875.6,3536.93,2110.3
2/23/2015,3874.46,3535.88,2109.66
2/24/2015,3885.27,3545.72,2115.48
2/25/2015,3882.95,3543.41,2113.86
2/26/2015,3877.85,3538.59,2110.74
2/27/2015,3866.42,3528.15,2104.5
3/2/2015,3890.32,3549.9,2117.39
3/3/2015,3872.71,3533.82,2107.78
3/4/2015,3856.51,3518.82,2098.53
3/5/2015,3861.29,3523.13,2101.04
3/6/2015,3807.04,3473.5,2071.26
3/9/2015,3822.42,3487.43,2079.43
3/10/2015,3757.83,3428.44,2044.16
3/11/2015,3751.2,3422.23,2040.24
3/12/2015,3799.43,3465.97,2065.95
3/13/2015,3776.44,3444.97,2053.4
3/16/2015,3827.62,3491.64,2081.19
3/17/2015,3814.91,3480.05,2074.28
3/18/2015,3861.39,3522.42,2099.5
3/19/2015,3842.62,3505.29,2089.27
3/20/2015,3877.26,3536.88,2108.1
3/23/2015,3870.49,3530.71,2104.42
3/24/2015,3847.05,3509.24,2091.5
3/25/2015,3791.13,3458.2,2061.05
3/26/2015,3782.21,3450.04,2056.15
3/27/2015,3791.9,3458.68,2061.02
3/30/2015,3838.65,3501.23,2086.24
3/31/2015,3805.27,3470.67,2067.89
4/1/2015,3790.66,3457.22,2059.69
4/2/2015,3804.14,3469.49,2066.96
4/6/2015,3829.31,3492.43,2080.62
4/7/2015,3821.49,3485.28,2076.33
4/8/2015,3833.2,3495.56,2081.9
4/9/2015,3850.29,3511.15,2091.18
4/10/2015,3870.31,3529.41,2102.06
4/13/2015,3852.93,3513.46,2092.43
4/14/2015,3859.22,3519.19,2095.84
4/15/2015,3879.1,3537.31,2106.63
4/16/2015,3876.17,3534.62,2104.99
4/17/2015,3832.33,3494.64,2081.18
4/20/2015,3867.82,3526.98,2100.4
4/21/2015,3862.15,3521.79,2097.29
4/22/2015,3881.93,3539.8,2107.96
4/23/2015,3891.46,3548.38,2112.93
4/24/2015,3900.24,3556.38,2117.69
4/27/2015,3884.1,3541.66,2108.92
4/28/2015,3895.21,3551.7,2114.76
4/29/2015,3880.9,3538.58,2106.85
4/30/2015,3841.78,3502.86,2085.51
5/1/2015,3883.75,3541.12,2108.29
5/4/2015,3895.16,3551.53,2114.49
5/5/2015,3849.41,3509.72,2089.46
5/6/2015,3833.7,3494.99,2080.15
5/7/2015,3849.13,3508.8,2088
5/8/2015,3901.01,3556.07,2116.1
5/11/2015,3881.93,3538.47,2105.33
5/12/2015,3870.69,3528.16,2099.12
5/13/2015,3870.36,3527.63,2098.48
5/14/2015,3912.52,3565.93,2121.1
5/15/2015,3915.99,3568.98,2122.73
5/18/2015,3928.15,3580,2129.2
5/19/2015,3926.41,3578.19,2127.83
5/20/2015,3923.18,3575.13,2125.85
5/21/2015,3932.9,3583.84,2130.82
5/22/2015,3924.16,3575.87,2126.06
5/26/2015,3883.88,3539.14,2104.2
5/27/2015,3920.11,3571.98,2123.48
5/28/2015,3915.82,3567.89,2120.79
5/29/2015,3891.18,3545.41,2107.39
6/1/2015,3899.59,3552.96,2111.73
6/2/2015,3895.85,3549.5,2109.6
6/3/2015,3904.83,3557.49,2114.07
6/4/2015,3871.23,3526.86,2095.84
6/5/2015,3865.83,3521.89,2092.83
6/8/2015,3841.45,3499.5,2079.28
6/9/2015,3843.16,3501.03,2080.15
6/10/2015,3889.7,3543.36,2105.2
6/11/2015,3897.59,3550.24,2108.86
6/12/2015,3870.56,3525.56,2094.11
6/15/2015,3852.75,3509.31,2084.43
6/16/2015,3874.73,3529.32,2096.29
6/17/2015,3882.49,3536.36,2100.44
6/18/2015,3921.43,3571.69,2121.24
6/19/2015,3900.64,3552.75,2109.99
6/22/2015,3924.41,3574.4,2122.85
6/23/2015,3927.23,3576.88,2124.2
6/24/2015,3898.47,3550.66,2108.58
6/25/2015,3887.04,3540.2,2102.31
6/26/2015,3886.21,3539.26,2101.49
6/29/2015,3805.5,3465.66,2057.64
6/30/2015,3815.85,3475.02,2063.11
7/1/2015,3843.26,3499.72,2077.42
7/2/2015,3842.06,3498.63,2076.78
7/6/2015,3827.35,3485.2,2068.76
7/7/2015,3850.66,3506.42,2081.34
7/8/2015,3787.67,3448.75,2046.68
7/9/2015,3796.26,3456.57,2051.31
7/10/2015,3843.1,3499.21,2076.62
7/13/2015,3885.97,3538.15,2099.6
7/14/2015,3903.31,3553.93,2108.95
7/15/2015,3900.5,3551.36,2107.4
7/16/2015,3931.85,3579.88,2124.29
7/17/2015,3936.22,3583.85,2126.64
7/20/2015,3939.35,3586.67,2128.28
7/21/2015,3922.7,3571.48,2119.21
7/22/2015,3913.75,3563.21,2114.15
7/23/2015,3891.79,3543.15,2102.15
7/24/2015,3850.15,3505.24,2079.65
7/27/2015,3827.93,3485,2067.64
7/28/2015,3875.37,3528.19,2093.25
7/29/2015,3904.21,3554.31,2108.57
7/30/2015,3904.64,3554.61,2108.63
7/31/2015,3895.8,3546.56,2103.84
8/3/2015,3885.07,3536.79,2098.04
8/4/2015,3876.44,3528.91,2093.32
8/5/2015,3889.99,3540.84,2099.84
8/6/2015,3860.92,3514.08,2083.56
8/7/2015,3849.96,3504.06,2077.57
8/10/2015,3899.36,3549.01,2104.18
8/11/2015,3862.81,3515.54,2084.07
8/12/2015,3867.37,3519.45,2086.05
8/13/2015,3863.03,3515.34,2083.39
8/14/2015,3878.16,3529.1,2091.54
8/17/2015,3899.1,3547.96,2102.44
8/18/2015,3889.6,3539.11,2096.92
8/19/2015,3857.74,3510.06,2079.61
8/20/2015,3776.36,3436,2035.73
8/21/2015,3656.67,3326.94,1970.89
8/24/2015,3512.65,3195.88,1893.21
8/25/2015,3465.19,3152.68,1867.61
8/26/2015,3600.73,3275.93,1940.51
8/27/2015,3688.6,3355.77,1987.66
8/28/2015,3691.3,3358.1,1988.87
8/31/2015,3660.75,3330.19,1972.18
9/1/2015,3552.65,3231.81,1913.85
9/2/2015,3618.25,3291.32,1948.86
9/3/2015,3622.66,3295.27,1951.13
9/4/2015,3567.41,3244.94,1921.22
9/8/2015,3657.32,3326.61,1969.41
9/9/2015,3606.8,3280.57,1942.04
9/10/2015,3626.14,3298.08,1952.29
9/11/2015,3643.54,3313.59,1961.05
9/14/2015,3628.87,3300.19,1953.03
9/15/2015,3675.48,3342.56,1978.09
9/16/2015,3707.62,3371.76,1995.31
9/17/2015,3698.74,3363.51,1990.2
9/18/2015,3638.99,3309.16,1958.03
9/21/2015,3655.64,3324.29,1966.97
9/22/2015,3610.7,3283.41,1942.74
9/23/2015,3603.49,3276.79,1938.76
9/24/2015,3591.37,3265.78,1932.24
9/25/2015,3589.71,3264.26,1931.34
9/28/2015,3498.61,3181.14,1881.77
9/29/2015,3503.13,3185.19,1884.09
9/30/2015,3570.17,3246.09,1920.03
10/1/2015,3577.47,3252.66,1923.82
10/2/2015,3629.04,3299.45,1951.36
10/5/2015,3695.61,3359.92,1987.05
10/6/2015,3682.33,3347.85,1979.92
10/7/2015,3713.36,3375.67,1995.83
10/8/2015,3746.12,3405.45,2013.43
10/9/2015,3748.96,3408,2014.89
10/12/2015,3753.73,3412.33,2017.46
10/13/2015,3728.48,3389.28,2003.69
10/14/2015,3711.11,3373.43,1994.24
10/15/2015,3766.43,3423.66,2023.86
10/16/2015,3783.64,3439.31,2033.11
10/19/2015,3784.72,3440.28,2033.66
10/20/2015,3779.44,3435.44,2030.77
10/21/2015,3757.91,3415.75,2018.94
10/22/2015,3820.49,3472.6,2052.51
10/23/2015,3862.65,3510.92,2075.15
10/26/2015,3855.29,3504.22,2071.18
10/27/2015,3845.45,3495.27,2065.89
10/28/2015,3891.35,3536.9,2090.35
10/29/2015,3890.04,3535.58,2089.41
10/30/2015,3871.33,3518.58,2079.36
11/2/2015,3917.3,3560.36,2104.05
11/3/2015,3928.05,3570.11,2109.79
11/4/2015,3915.52,3558.34,2102.31
11/5/2015,3911.89,3554.83,2099.93
11/6/2015,3910.98,3553.88,2099.2
11/9/2015,3873.37,3519.48,2078.58
11/10/2015,3880.23,3525.43,2081.72
11/11/2015,3867.71,3514.06,2075
11/12/2015,3814.29,3465.34,2045.97
11/13/2015,3771.59,3426.53,2023.04
11/16/2015,3828.46,3478.01,2053.19
11/17/2015,3824.14,3473.87,2050.44
11/18/2015,3886.26,3530.22,2083.58
11/19/2015,3882.06,3526.36,2081.24
11/20/2015,3897.45,3540.17,2089.17
11/23/2015,3892.8,3535.91,2086.59
11/24/2015,3897.67,3540.3,2089.14
11/25/2015,3897.57,3540.1,2088.87
11/27/2015,3900.74,3542.74,2090.11
11/30/2015,3882.84,3526.43,2080.41
12/1/2015,3924.63,3564.3,2102.63
12/2/2015,3882.38,3525.68,2079.51
12/3/2015,3826.74,3475.1,2049.62
12/4/2015,3905.31,3546.45,2091.69
12/7/2015,3878.31,3521.85,2077.07
12/8/2015,3853.48,3499.21,2063.59
12/9/2015,3823.9,3472.29,2047.62
12/10/2015,3832.93,3480.37,2052.23
12/11/2015,3759.09,3413.16,2012.37
12/14/2015,3777.22,3429.55,2021.94
12/15/2015,3817.36,3465.99,2043.41
12/16/2015,3873.12,3516.52,2073.07
12/17/2015,3815.46,3464,2041.89
12/18/2015,3747.56,3402.36,2005.55
12/21/2015,3777.15,3429.11,2021.15
12/22/2015,3810.85,3459.59,2038.97
12/23/2015,3858.47,3502.74,2064.29
12/24/2015,3852.31,3497.15,2060.99
12/28/2015,3843.94,3489.54,2056.5
12/29/2015,3885.55,3527.11,2078.36
12/30/2015,3857.9,3501.9,2063.36
12/31/2015,3821.6,3468.95,2043.94
1/4/2016,3763.99,3416.42,2012.66
1/5/2016,3771.57,3423.3,2016.71
1/6/2016,3723.44,3379.25,1990.26
1/7/2016,3635.29,3299.22,1943.09
1/8/2016,3595.91,3263.47,1922.03
1/11/2016,3598.97,3266.26,1923.67
1/12/2016,3627.06,3291.75,1938.68
1/13/2016,3536.92,3209.83,1890.28
1/14/2016,3596.03,3263.45,1921.84
1/15/2016,3518.51,3193.06,1880.33
1/19/2016,3520.4,3194.78,1881.33
1/20/2016,3479.75,3157.74,1859.33
1/21/2016,3497.94,3174.21,1868.99
1/22/2016,3568.9,3238.61,1906.9
1/25/2016,3513.11,3187.97,1877.08
1/26/2016,3562.81,3233.07,1903.63
1/27/2016,3524.33,3198.09,1882.95
1/28/2016,3544.13,3215.98,1893.36
1/29/2016,3631.96,3295.65,1940.24
2/1/2016,3630.46,3294.26,1939.38
2/2/2016,3562.52,3232.58,1903.03
2/3/2016,3581.53,3249.5,1912.53
2/4/2016,3587.71,3254.91,1915.45
2/5/2016,3521.6,3194.88,1880.05
2/8/2016,3472.08,3149.86,1853.44
2/9/2016,3470.5,3148.24,1852.21
2/10/2016,3471.04,3148.4,1851.86
2/11/2016,3428.99,3110.08,1829.08
2/12/2016,3496.28,3171.02,1864.78
2/16/2016,3555.2,3224.14,1895.58
2/17/2016,3614.16,3277.51,1926.82
2/18/2016,3597.49,3262.34,1917.83
2/19/2016,3597.92,3262.58,1917.78
2/22/2016,3649.92,3309.74,1945.5
2/23/2016,3604.68,3268.66,1921.27
2/24/2016,3620.87,3283.29,1929.8
2/25/2016,3662.84,3321.1,1951.7
2/26/2016,3656.42,3315.17,1948.05
2/29/2016,3627.06,3288.45,1932.23
3/1/2016,3713.7,3366.99,1978.35
3/2/2016,3729.59,3381.21,1986.45
3/3/2016,3743.02,3393.28,1993.4
3/4/2016,3755.47,3404.55,1999.99
3/7/2016,3759.05,3407.72,2001.76
3/8/2016,3717.49,3369.86,1979.26
3/9/2016,3736.92,3387.3,1989.26
