date,AMZN,FB,AAPL,GOOGL,MSFT
2016-09-15,769.6900019999998,128.350006,115.57,801.22998,57.189999
2016-09-16,778.52002,129.070007,114.919998,797.969971,57.25
2016-09-19,775.099976,128.649994,113.580002,795.3900150000002,56.93
2016-09-20,780.219971,128.639999,113.57,799.780029,56.810001
2016-09-21,789.73999,129.940002,113.550003,805.030029,57.759998
2016-09-22,804.700012,130.080002,114.620003,815.950012,57.82
2016-09-23,805.75,127.959999,112.709999,814.960022,57.43
2016-09-26,799.159973,127.309998,112.879997,802.650024,56.900002
2016-09-27,816.1099849999998,128.690002,113.089996,810.72998,57.950001
2016-09-28,828.719971,129.229996,113.949997,810.0599980000002,58.029999
2016-09-29,829.049988,128.089996,112.18,802.6400150000002,57.400002
2016-09-30,837.3099980000002,128.270004,113.050003,804.0599980000002,57.599998
2016-10-03,836.73999,128.770004,112.519997,800.380005,57.419998
2016-10-04,834.030029,128.190002,113.0,802.789978,57.240002
2016-10-05,844.3599849999998,128.470001,113.050003,801.22998,57.639999
2016-10-06,841.659973,128.740005,113.889999,803.080017,57.740002
2016-10-07,839.429993,128.990005,114.059998,800.710022,57.799999
2016-10-10,841.7100220000002,130.240005,116.050003,814.169983,58.040001
2016-10-11,831.0,128.880005,116.300003,809.570007,57.189999
2016-10-12,834.090027,129.050003,117.339996,811.77002,57.110001
2016-10-13,829.280029,127.82,116.980003,804.080017,56.919998
2016-10-14,822.960022,127.879997,117.629997,804.599976,57.419998
2016-10-17,812.950012,127.540001,117.550003,806.840027,57.220001
2016-10-18,817.650024,128.570007,117.470001,821.48999,57.66
2016-10-19,817.6900019999998,130.110001,117.120003,826.840027,57.529999
2016-10-20,810.320007,130.0,117.059998,821.630005,57.25
2016-10-21,818.98999,132.070007,116.599998,824.0599980000002,59.66
2016-10-24,838.090027,133.279999,117.650002,835.73999,61.0
2016-10-25,835.179993,132.28999299999998,118.25,828.549988,60.990002
2016-10-26,822.590027,131.03999299999998,115.589996,822.099976,60.630001
2016-10-27,818.3599849999998,129.690002,114.480003,817.349976,60.099998
2016-10-28,776.320007,131.28999299999998,113.720001,819.5599980000002,59.869999
2016-10-31,789.820007,130.990005,113.540001,809.900024,59.919998
2016-11-01,785.409973,129.5,111.489998,805.47998,59.799999
2016-11-02,765.5599980000002,127.169998,111.589996,788.419983,59.43
2016-11-03,767.030029,120.0,109.830002,782.1900019999998,59.209999
2016-11-04,755.049988,120.75,108.839996,781.099976,58.709999
2016-11-07,784.929993,122.150002,110.410004,802.030029,60.419998
2016-11-08,787.75,124.220001,111.059998,811.97998,60.470001
2016-11-09,771.880005,123.18,110.879997,805.590027,60.169998
2016-11-10,742.380005,120.800003,107.790001,780.289978,58.700001
2016-11-11,739.01001,119.019997,108.43,771.75,59.02
2016-11-14,719.070007,115.080002,105.709999,753.219971,58.119999
2016-11-15,743.23999,117.199997,107.110001,775.159973,58.869999
2016-11-16,746.48999,116.339996,109.989998,779.97998,59.650002
2016-11-17,756.400024,117.790001,109.949997,786.159973,60.639999
2016-11-18,760.159973,117.019997,110.059998,775.969971,60.349998
2016-11-21,780.0,121.769997,111.730003,784.799988,60.860001
2016-11-22,785.330017,121.470001,111.800003,785.0,61.119999
2016-11-23,780.119995,120.839996,111.230003,779.0,60.400002
2016-11-25,780.369995,120.379997,111.790001,780.22998,60.529999
2016-11-28,766.77002,120.410004,111.57,785.789978,60.610001
2016-11-29,762.52002,120.870003,111.459999,789.4400019999998,61.09
2016-11-30,750.570007,118.419998,110.519997,775.880005,60.259998
2016-12-01,743.650024,115.099998,109.489998,764.330017,59.200001
2016-12-02,740.340027,115.400002,109.900002,764.460022,59.25
2016-12-05,759.3599849999998,117.43,109.110001,778.219971,60.220001
2016-12-06,764.719971,117.309998,109.949997,776.179993,59.950001
2016-12-07,770.419983,117.949997,111.029999,791.469971,61.369999
2016-12-08,767.330017,118.910004,112.120003,795.169983,61.009998
2016-12-09,768.659973,119.68,113.949997,809.450012,61.970001
2016-12-12,760.119995,117.769997,113.300003,807.900024,62.169998
2016-12-13,774.340027,120.309998,115.190002,815.340027,62.98
2016-12-14,768.820007,120.209999,115.190002,817.8900150000002,62.68
2016-12-15,761.0,120.57,115.82,815.650024,62.580002
2016-12-16,757.77002,119.870003,115.970001,809.840027,62.299999
2016-12-19,766.0,119.239998,116.639999,812.5,63.619999
2016-12-20,771.219971,119.089996,116.949997,815.200012,63.540001
2016-12-21,770.599976,119.040001,117.059998,812.200012,63.540001
2016-12-22,766.340027,117.400002,116.290001,809.679993,63.549999
2016-12-23,760.590027,117.269997,116.519997,807.799988,63.240002
2016-12-27,771.400024,118.010002,117.260002,809.929993,63.279999
2016-12-28,772.130005,116.919998,116.760002,804.570007,62.990002
2016-12-29,765.150024,116.349998,116.730003,802.880005,62.900002
2016-12-30,749.869995,115.050003,115.82,792.450012,62.139999
